profile,row_id,rule_id,error_type,source,target,prediction,exact,improved,worse,clean_overcorrected,accepted_rules
baseline,1443,comma_conjunction,punctuation,Автор торопился зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.,"Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.","Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.",True,True,False,False,comma_conjunction
baseline,1444,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1445,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1446,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1447,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1448,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1449,comma_conjunction,punctuation,Автор торопился зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.,"Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.","Автор торопился, зато учебная таблица сохранили вовремя. Вечером архивариус нашел копию.",True,True,False,False,comma_conjunction
baseline,1457,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1458,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1459,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1460,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1461,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1462,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1463,comma_conjunction,punctuation,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.","План простой, зато надежный. Позже редакция открыла архив.",True,True,False,False,comma_conjunction
baseline,1464,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1465,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1466,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1467,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1468,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1469,comma_conjunction,punctuation,План простой зато надежный. После обеда редактор принял письмо.,"План простой, зато надежный. После обеда редактор принял письмо.","План простой, зато надежный. После обеда редактор принял письмо.",True,True,False,False,comma_conjunction
baseline,1470,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1471,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1472,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1473,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1474,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1475,comma_subordinate,punctuation,Команда решила что важная подпись нужно проверить. После проверки автор отправил отчет.,"Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.","Команда решила, что важная подпись нужно проверить. После проверки автор отправил отчет.",True,True,False,False,comma_subordinate
baseline,1476,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1477,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1478,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1479,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1480,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1481,comma_subordinate,punctuation,Мы проверили что архивная запись открыт для правок. Утром автор исправил дату.,"Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.","Мы проверили, что архивная запись открыт для правок. Утром автор исправил дату.",True,True,False,False,comma_subordinate
baseline,1482,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1483,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1484,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1485,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1486,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1487,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1488,comma_subordinate,punctuation,Мы проверили что городская служба открыт для правок. Позже группа сохранила папку.,"Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.","Мы проверили, что городская служба открыт для правок. Позже группа сохранила папку.",True,True,False,False,comma_subordinate
baseline,1489,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1490,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1491,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1492,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1493,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1494,comma_subordinate,punctuation,Мы проверили что осенняя проверка открыт для правок. Вечером служба обновила список.,"Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.","Мы проверили, что осенняя проверка открыт для правок. Вечером служба обновила список.",True,True,False,False,comma_subordinate
baseline,1495,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1496,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1497,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1498,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1499,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1500,comma_subordinate,punctuation,Мы проверили что проверенный файл открыт для правок. Позже редакция открыла архив.,"Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.","Мы проверили, что проверенный файл открыт для правок. Позже редакция открыла архив.",True,True,False,False,comma_subordinate
baseline,1501,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1502,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1503,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1504,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1505,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1506,comma_subordinate,punctuation,Он объяснил что рабочий отчет задержали ненадолго. Затем группа сверила подписи.,"Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.","Он объяснил, что рабочий отчет задержали ненадолго. Затем группа сверила подписи.",True,True,False,False,comma_subordinate
baseline,1507,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1508,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1509,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1510,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1511,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1512,comma_subordinate,punctuation,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.","Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",True,True,False,False,comma_subordinate
baseline,1513,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1514,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1515,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1516,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1517,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1518,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1519,comma_subordinate,punctuation,Отчет задержали потому что короткая заметка вернули позже. Затем координатор сверил журнал.,"Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.","Отчет задержали, потому что короткая заметка вернули позже. Затем координатор сверил журнал.",True,True,False,False,comma_subordinate
baseline,1520,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1521,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1522,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1523,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1524,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1525,comma_subordinate,punctuation,Отчет задержали потому что плановая встреча вернули позже. Вечером редактор открыл протокол.,"Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.","Отчет задержали, потому что плановая встреча вернули позже. Вечером редактор открыл протокол.",True,True,False,False,comma_subordinate
baseline,1526,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1527,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1528,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1529,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1530,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1531,comma_subordinate,punctuation,Отчет задержали потому что рабочая группа вернули позже. Позже автор проверил подпись.,"Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.","Отчет задержали, потому что рабочая группа вернули позже. Позже автор проверил подпись.",True,True,False,False,comma_subordinate
baseline,1532,comma_subordinate,punctuation,Проект готов потому что важный договор уже согласован. Позже редактор сверил список.,"Проект готов, потому что важный договор уже согласован. Позже редактор сверил список.","Проект готов, потому что важный договор уже согласован. Позже редактор сверил список.",True,True,False,False,comma_subordinate
