row_id,source,target,split,rule_id,error_type,source_dataset,is_clean,is_hard_negative
540,"По словам Горбунова, в ближайшие дни постановление Мосгордумы о назначении даты выборов будет опубликовано в СМИ, и после этого начнется выдвижение кандидатов на должность мэра и вице-мэра города.","По словам Горбунова, в ближайшие дни постановление Мосгордумы о назначении даты выборов будет опубликовано в СМИ, и после этого начнется выдвижение кандидатов на должность мэра и вице-мэра города.",test,clean_identity,clean_identity,lenta_news,True,False
541,"По словам Пентагона, предлагаемая военным вакцина уже 30 лет как одобрена правительством и не приносит человеку никакого вреда, кроме легкого недомогания сразу после прививки.","По словам Пентагона, предлагаемая военным вакцина уже 30 лет как одобрена правительством и не приносит человеку никакого вреда, кроме легкого недомогания сразу после прививки.",test,clean_identity,clean_identity,lenta_news,True,False
542,"По словам Юрия Щекочихина, его выступление будет посвящено, главным образом, необходимости объединить усилия России и США в борьбе с коррупцией, которая является общей проблемой для всех государств.","По словам Юрия Щекочихина, его выступление будет посвящено, главным образом, необходимости объединить усилия России и США в борьбе с коррупцией, которая является общей проблемой для всех государств.",test,clean_identity,clean_identity,lenta_news,True,False
543,"По словам авторов публикации, НАТО утверждает, что все 200 бомб типа В-61 сняты с боевого дежурства.","По словам авторов публикации, НАТО утверждает, что все 200 бомб типа В-61 сняты с боевого дежурства.",test,clean_identity,clean_identity,lenta_news,True,False
544,"По словам генерала, обеспечению безопасности ядерныхобъектов всегда уделялось самое пристальное внимание, чтопозволило создать мощную, в несколько рубежей, техническуюзащиту по периметру каждой из запретных зон.","По словам генерала, обеспечению безопасности ядерныхобъектов всегда уделялось самое пристальное внимание, чтопозволило создать мощную, в несколько рубежей, техническуюзащиту по периметру каждой из запретных зон.",test,clean_identity,clean_identity,lenta_news,True,False
545,"По словам задержанного, он знал, что подобные вещи не подлежат вывозу из России, поэтому не стал вносить книгу в декларацию.","По словам задержанного, он знал, что подобные вещи не подлежат вывозу из России, поэтому не стал вносить книгу в декларацию.",test,clean_identity,clean_identity,lenta_news,True,False
546,"По словам источников Newsweek, целью кибер-атак является похищение секретных данных, включая шифры американского военного флота и технологию систем наведения ракет.","По словам источников Newsweek, целью кибер-атак является похищение секретных данных, включая шифры американского военного флота и технологию систем наведения ракет.",test,clean_identity,clean_identity,lenta_news,True,False
547,"По словам министра, сейчас российское внешнеполитическое ведомство предпринимает все усилия по своим каналам, чтобы ""пресекать подпитку бандформирований на Северном Кавказе"".","По словам министра, сейчас российское внешнеполитическое ведомство предпринимает все усилия по своим каналам, чтобы ""пресекать подпитку бандформирований на Северном Кавказе"".",test,clean_identity,clean_identity,lenta_news,True,False
548,"По словам представителей Пентагона, новая система ПРО способна справится с одиночными пусками баллистических ракет.","По словам представителей Пентагона, новая система ПРО способна справится с одиночными пусками баллистических ракет.",test,clean_identity,clean_identity,lenta_news,True,False
549,"По словам представителя клиники, у Людмилы Титоренко уже был произведен забор донорского материала, который подвергнут консервации и заморозке.","По словам представителя клиники, у Людмилы Титоренко уже был произведен забор донорского материала, который подвергнут консервации и заморозке.",test,clean_identity,clean_identity,lenta_news,True,False
550,"По словам представителя российского консульства, машины были припаркованы у домов сотрудников: две рядом, третья - примерно в ста метрах, через улицу.","По словам представителя российского консульства, машины были припаркованы у домов сотрудников: две рядом, третья - примерно в ста метрах, через улицу.",test,clean_identity,clean_identity,lenta_news,True,False
551,"По сообщению ИТАР-ТАСС, об этом объявил индонезийский генеральный прокурор на пресс-конференции в Джакарте.","По сообщению ИТАР-ТАСС, об этом объявил индонезийский генеральный прокурор на пресс-конференции в Джакарте.",test,clean_identity,clean_identity,lenta_news,True,False
552,"По существующему законодательству, дата выборов мэра и вице-мэра Москвы должна быть объявлена не позднее чем за 90 дней до даты выборов (т.е. не позднее 19 сентября).","По существующему законодательству, дата выборов мэра и вице-мэра Москвы должна быть объявлена не позднее чем за 90 дней до даты выборов (т.е. не позднее 19 сентября).",test,clean_identity,clean_identity,lenta_news,True,False
553,"По утверждениям SonntagsBlick, Лев Черной тесно связан с Bank of New York и с одной неназванной швейцарской металлургической фирмой, расположенной в Женеве.","По утверждениям SonntagsBlick, Лев Черной тесно связан с Bank of New York и с одной неназванной швейцарской металлургической фирмой, расположенной в Женеве.",test,clean_identity,clean_identity,lenta_news,True,False
554,"Повторное заявление об отключении связи означает, в сущности, что до сих пор один из самых жестоких террористов нашего времени действовал на контролируемых талибами территориях Афганистана вполне свободно.","Повторное заявление об отключении связи означает, в сущности, что до сих пор один из самых жестоких террористов нашего времени действовал на контролируемых талибами территориях Афганистана вполне свободно.",test,clean_identity,clean_identity,lenta_news,True,False
555,"Подобные сбои, как полагают военные, возможны из-за ""проблемы-2000"", связанной с тем, что в таймерах старых компьютерных систем используется лишь два разряда для обозначения года.","Подобные сбои, как полагают военные, возможны из-за ""проблемы-2000"", связанной с тем, что в таймерах старых компьютерных систем используется лишь два разряда для обозначения года.",test,clean_identity,clean_identity,lenta_news,True,False
556,"Подходы к зданию администрации предприятия, гдепроходил митинг, рабочие перегородили большегрузными самосвалами.","Подходы к зданию администрации предприятия, гдепроходил митинг, рабочие перегородили большегрузными самосвалами.",test,clean_identity,clean_identity,lenta_news,True,False
557,Поиск генерального директора Соломбальского ЛДК ведут правоохранительные органы на областном и федеральном уровне.,Поиск генерального директора Соломбальского ЛДК ведут правоохранительные органы на областном и федеральном уровне.,test,clean_identity,clean_identity,lenta_news,True,False
558,Пока Белый дом и республиканцы из Конгресса не пришли к соглашению о расходах на 2000 год.,Пока Белый дом и республиканцы из Конгресса не пришли к соглашению о расходах на 2000 год.,test,clean_identity,clean_identity,lenta_news,True,False
559,Пока что эти переговоры к позитивным результатам не привели.,Пока что эти переговоры к позитивным результатам не привели.,test,clean_identity,clean_identity,lenta_news,True,False
560,Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,test,clean_identity,clean_identity,lenta_news,True,False
561,Полностью вытеснить боевиков из Карамахи так и не удалось В настоящее время федеральные силы частично заняли село Карамахи и ведут ожесточенные бои на подступах к селу Чабанмахи.,Полностью вытеснить боевиков из Карамахи так и не удалось В настоящее время федеральные силы частично заняли село Карамахи и ведут ожесточенные бои на подступах к селу Чабанмахи.,test,clean_identity,clean_identity,lenta_news,True,False
562,Попытка германской пехоты пробиться ближе к крепости отражена.,Попытка германской пехоты пробиться ближе к крепости отражена.,test,clean_identity,clean_identity,lenta_news,True,False
563,"Порносайт ""Белый дом"" становится акционерным обществом Один из крупнейших американских порнографических сайтов Whitehouse.com собирается в ноябре выпустить на Wall Street свои акции.","Порносайт ""Белый дом"" становится акционерным обществом Один из крупнейших американских порнографических сайтов Whitehouse.com собирается в ноябре выпустить на Wall Street свои акции.",test,clean_identity,clean_identity,lenta_news,True,False
564,После включения двигателей самого спутника он выйдет на постоянную орбиту с точкой стояния 75 градусов восточной долготы.,После включения двигателей самого спутника он выйдет на постоянную орбиту с точкой стояния 75 градусов восточной долготы.,test,clean_identity,clean_identity,lenta_news,True,False
565,"После встречи с руководством района и представителями МВД республики собравшиеся ""разблокировали дорогу и разошлись"".","После встречи с руководством района и представителями МВД республики собравшиеся ""разблокировали дорогу и разошлись"".",test,clean_identity,clean_identity,lenta_news,True,False
566,"После обнародования программы реструктуризации президент компании Йошикацу Ханава заявил, что Nissan начнет снова приносить прибыль в следующем финансовом году.","После обнародования программы реструктуризации президент компании Йошикацу Ханава заявил, что Nissan начнет снова приносить прибыль в следующем финансовом году.",test,clean_identity,clean_identity,lenta_news,True,False
567,"После отклонения проект будет направлен на доработку в трехстороннюю комиссию, в которую войдут по 25 представителей от Госдумы, Совета Федерации и правительства.","После отклонения проект будет направлен на доработку в трехстороннюю комиссию, в которую войдут по 25 представителей от Госдумы, Совета Федерации и правительства.",test,clean_identity,clean_identity,lenta_news,True,False
568,"После того как ассамблея приняла эти решения, руководитель службы протокола Секретариата ООН пригласил делегации новых стран-членов пройти к выделенным для них в зале заседаний ассамблеи местам.","После того как ассамблея приняла эти решения, руководитель службы протокола Секретариата ООН пригласил делегации новых стран-членов пройти к выделенным для них в зале заседаний ассамблеи местам.",test,clean_identity,clean_identity,lenta_news,True,False
569,"Постановление профсоюза поддержали все школы четырех из десяти сельких районов республики, а в остальных - более половины коллективов.","Постановление профсоюза поддержали все школы четырех из десяти сельких районов республики, а в остальных - более половины коллективов.",test,clean_identity,clean_identity,lenta_news,True,False
570,Пострадавшие с огнестрельными ранениями доставлены в больницу.,Пострадавшие с огнестрельными ранениями доставлены в больницу.,test,clean_identity,clean_identity,lenta_news,True,False
571,Похоронен Дмитрий Сергеевич Лихачев будет на Комаровском кладбище под Петербургом.,Похоронен Дмитрий Сергеевич Лихачев будет на Комаровском кладбище под Петербургом.,test,clean_identity,clean_identity,lenta_news,True,False
572,Почему же все зашло в тупик?,Почему же все зашло в тупик?,test,clean_identity,clean_identity,lenta_news,True,False
573,Поэтому многие акции и лозунги имели антиамериканский характер.,Поэтому многие акции и лозунги имели антиамериканский характер.,test,clean_identity,clean_identity,lenta_news,True,False
574,"Правительство США, по мнению этих респондентов, должно разработать систему классификации информации в Сети.","Правительство США, по мнению этих респондентов, должно разработать систему классификации информации в Сети.",test,clean_identity,clean_identity,lenta_news,True,False
575,Правительство Таджикистана создает агентство по решению проблемы Сарезского озера.,Правительство Таджикистана создает агентство по решению проблемы Сарезского озера.,test,clean_identity,clean_identity,lenta_news,True,False
576,Правоохранительные органы и федеральные силы продолжают их преследование и уничтожение.,Правоохранительные органы и федеральные силы продолжают их преследование и уничтожение.,test,clean_identity,clean_identity,lenta_news,True,False
577,"Практически он был третьим человеком в Кремле, после Ельцина и Черномырдина.","Практически он был третьим человеком в Кремле, после Ельцина и Черномырдина.",test,clean_identity,clean_identity,lenta_news,True,False
578,"Предполагается, что Берлин и его жена Люси Эдвардс скрываются сейчас в Англии, а Волков - в России.","Предполагается, что Берлин и его жена Люси Эдвардс скрываются сейчас в Англии, а Волков - в России.",test,clean_identity,clean_identity,lenta_news,True,False
579,"Предполагается, что в Америке основная масса проблем будет наблюдаться в компьютерах общественных служб: телекоммуникаций, здравоохранения и социального обеспечения.","Предполагается, что в Америке основная масса проблем будет наблюдаться в компьютерах общественных служб: телекоммуникаций, здравоохранения и социального обеспечения.",test,clean_identity,clean_identity,lenta_news,True,False
580,"Предполагается, что партнер Национальной авиационно-технологическойимпортно-экспортной корпорации Китая с самого начала знал о нарушении и сознательно пошел на это.","Предполагается, что партнер Национальной авиационно-технологическойимпортно-экспортной корпорации Китая с самого начала знал о нарушении и сознательно пошел на это.",test,clean_identity,clean_identity,lenta_news,True,False
581,"Предполагается, что первыми пользователями в Бомбее станут таксисты, уехавшие из отдаленных местностей в город работать.","Предполагается, что первыми пользователями в Бомбее станут таксисты, уехавшие из отдаленных местностей в город работать.",test,clean_identity,clean_identity,lenta_news,True,False
582,"Предполагается, что предварительноефинансирование проекта начнется после подписанияТуркменистаном, Азербайджаном, Грузией и Турцией в ноябре этого года на сессии ОБСЕ в Турции политического соглашения о трубопроводе.","Предполагается, что предварительноефинансирование проекта начнется после подписанияТуркменистаном, Азербайджаном, Грузией и Турцией в ноябре этого года на сессии ОБСЕ в Турции политического соглашения о трубопроводе.",test,clean_identity,clean_identity,lenta_news,True,False
583,"Предполагалось, что по предложению депутата фракции КПРФ Тамары Плетневой будет рассмотрен вопрос о лишении членов фракции ЛДПР месячной заработной платы в связи с их отсутствием на пленарныхзаседаниях.","Предполагалось, что по предложению депутата фракции КПРФ Тамары Плетневой будет рассмотрен вопрос о лишении членов фракции ЛДПР месячной заработной платы в связи с их отсутствием на пленарныхзаседаниях.",test,clean_identity,clean_identity,lenta_news,True,False
584,"Предпринятые меры являются вынужденными и, по расчетам дилеров, должны помочь сохранить устойчивый рост цен на нефть в течение более продолжительного периода.","Предпринятые меры являются вынужденными и, по расчетам дилеров, должны помочь сохранить устойчивый рост цен на нефть в течение более продолжительного периода.",test,clean_identity,clean_identity,lenta_news,True,False
585,"Представители Ford, в свою очередь, заявили, что довольны решением суда, так как в нем явно сказано, что публикации Лэйна нарушают копирайт.","Представители Ford, в свою очередь, заявили, что довольны решением суда, так как в нем явно сказано, что публикации Лэйна нарушают копирайт.",test,clean_identity,clean_identity,lenta_news,True,False
586,"Представитель Чилийского Института научных исследований Антарктики Даниэль Торре Наварро отметил, что глобальное потепление, без сомнения, способсвует ускоренному таянию льда.","Представитель Чилийского Института научных исследований Антарктики Даниэль Торре Наварро отметил, что глобальное потепление, без сомнения, способсвует ускоренному таянию льда.",test,clean_identity,clean_identity,lenta_news,True,False
587,Представителям Чечни в Москве угрожают погромами Генеральное представительство Чечни в Российской Федерации намерено временно приостановить свою деятельность.,Представителям Чечни в Москве угрожают погромами Генеральное представительство Чечни в Российской Федерации намерено временно приостановить свою деятельность.,test,clean_identity,clean_identity,lenta_news,True,False
588,"Президент Белоруссии Александр Лукашенко заявил, что народу Белоруссии если и есть чем быть недовольными, то только собой.","Президент Белоруссии Александр Лукашенко заявил, что народу Белоруссии если и есть чем быть недовольными, то только собой.",test,clean_identity,clean_identity,lenta_news,True,False
589,Президент Чечни Аслан Масхадов объявил военное положение на территории республики.,Президент Чечни Аслан Масхадов объявил военное положение на территории республики.,test,clean_identity,clean_identity,lenta_news,True,False
590,"Президент Чечни Масхадов: ""Я боюсь афганского сценария"" В пятницу французская газета Le Monde публикует интервью с президентом Чечни Асланом Масхадовым.","Президент Чечни Масхадов: ""Я боюсь афганского сценария"" В пятницу французская газета Le Monde публикует интервью с президентом Чечни Асланом Масхадовым.",test,clean_identity,clean_identity,lenta_news,True,False
591,Преступник нанес проживающему в Черкесске Тугову три пулевых ранения выстрелами из пистолета.,Преступник нанес проживающему в Черкесске Тугову три пулевых ранения выстрелами из пистолета.,test,clean_identity,clean_identity,lenta_news,True,False
592,"При его введении появляется лишь политический эффект"", - полагает Собянин.","При его введении появляется лишь политический эффект"", - полагает Собянин.",test,clean_identity,clean_identity,lenta_news,True,False
593,При задержании у Омарова обнаружен пистолет для бесшумной стрельбы.,При задержании у Омарова обнаружен пистолет для бесшумной стрельбы.,test,clean_identity,clean_identity,lenta_news,True,False
594,"При этом на изображениях можно различить объекты, размер которых - всего 1 метр.","При этом на изображениях можно различить объекты, размер которых - всего 1 метр.",test,clean_identity,clean_identity,lenta_news,True,False
595,"При этом нынешнее повышение цен не покрывает затрат на производство хлебо-булочных изделий массовых сортов, которые компенсируются за счет кондитерских изделий и элитных сортов хлеба.","При этом нынешнее повышение цен не покрывает затрат на производство хлебо-булочных изделий массовых сортов, которые компенсируются за счет кондитерских изделий и элитных сортов хлеба.",test,clean_identity,clean_identity,lenta_news,True,False
596,"Проверка, недавно завершенная РАО ""ЕЭС"", выявила в действиях менеджмента ""Тюменьэнерго"" ряд крупных нарушений российского законодательства и внутренних документов РАО.","Проверка, недавно завершенная РАО ""ЕЭС"", выявила в действиях менеджмента ""Тюменьэнерго"" ряд крупных нарушений российского законодательства и внутренних документов РАО.",test,clean_identity,clean_identity,lenta_news,True,False
597,"Проверялись также общественные учреждения - 180 гостиниц и 415 общежитий, 548 увеселительных заведений: казино, баров, кафе.","Проверялись также общественные учреждения - 180 гостиниц и 415 общежитий, 548 увеселительных заведений: казино, баров, кафе.",test,clean_identity,clean_identity,lenta_news,True,False
598,Произошел перегрев подшипников и пошел дым.,Произошел перегрев подшипников и пошел дым.,test,clean_identity,clean_identity,lenta_news,True,False
599,Протест прокуратуры будет рассмотрен Мосгорсудом 27 сентября.,Протест прокуратуры будет рассмотрен Мосгорсудом 27 сентября.,test,clean_identity,clean_identity,lenta_news,True,False
600,"Процедура открытия сопровождалось видеоконференцией через Интернет, в которой приняли участие Джордж Сорос, руководители Калининградской области и республики Дагестан, а также руководство Института ""Открытое общество"".","Процедура открытия сопровождалось видеоконференцией через Интернет, в которой приняли участие Джордж Сорос, руководители Калининградской области и республики Дагестан, а также руководство Института ""Открытое общество"".",test,clean_identity,clean_identity,lenta_news,True,False
601,"Прошение было отклонено, поскольку со времени тех событий прошло уже много лет.","Прошение было отклонено, поскольку со времени тех событий прошло уже много лет.",test,clean_identity,clean_identity,lenta_news,True,False
602,Путин нашел в Москве новое правительство Чечни В пятницу председатель российского правительства Владимир Путин встретился с группой депутатов парламента Чеченской республики созыва 1996 года.,Путин нашел в Москве новое правительство Чечни В пятницу председатель российского правительства Владимир Путин встретился с группой депутатов парламента Чеченской республики созыва 1996 года.,test,clean_identity,clean_identity,lenta_news,True,False
603,"Путин подчеркнул, что политические проблемы будут решаться в ходе политическихпереговоров.","Путин подчеркнул, что политические проблемы будут решаться в ходе политическихпереговоров.",test,clean_identity,clean_identity,lenta_news,True,False
604,"Путин также заявил, что хотя террористические акты в России совпали с началом предвыборной кампании, любые спекуляции на эту тему абсолютно недопустимы.","Путин также заявил, что хотя террористические акты в России совпали с началом предвыборной кампании, любые спекуляции на эту тему абсолютно недопустимы.",test,clean_identity,clean_identity,lenta_news,True,False
605,"Путину жаль расставаться с Шойгу Сергей Шойгу рассматривает возможность ухода в отпуск до парламентскихвыборов в случае, если он возглавит новый политический блок""Единство"".","Путину жаль расставаться с Шойгу Сергей Шойгу рассматривает возможность ухода в отпуск до парламентскихвыборов в случае, если он возглавит новый политический блок""Единство"".",test,clean_identity,clean_identity,lenta_news,True,False
606,Пять дней назад мадридский судья Бальтасар Гарсон направил в Лондон указание противоположного содержания.,Пять дней назад мадридский судья Бальтасар Гарсон направил в Лондон указание противоположного содержания.,test,clean_identity,clean_identity,lenta_news,True,False
607,Размеры ежегодной страховки - до 100 тысяч фунтов стерлингов.,Размеры ежегодной страховки - до 100 тысяч фунтов стерлингов.,test,clean_identity,clean_identity,lenta_news,True,False
608,"Разрабатывается версия заказного убийства - всего несколько месяцев назад в кабинет Шумляева, соратника Тулеева и активного политического деятеля региона, была брошена граната.","Разрабатывается версия заказного убийства - всего несколько месяцев назад в кабинет Шумляева, соратника Тулеева и активного политического деятеля региона, была брошена граната.",test,clean_identity,clean_identity,lenta_news,True,False
609,"Ранее Россия заявила, что будет уважать ""любой результат""опроса в Восточном Тиморе.","Ранее Россия заявила, что будет уважать ""любой результат""опроса в Восточном Тиморе.",test,clean_identity,clean_identity,lenta_news,True,False
610,"Ранее предполагалось, что Windows 2000 положит конец непродуктивной конкуренции между Windows NT и различными ветвями Windows 95, объединив пользователей обеих систем на общей платформе.","Ранее предполагалось, что Windows 2000 положит конец непродуктивной конкуренции между Windows NT и различными ветвями Windows 95, объединив пользователей обеих систем на общей платформе.",test,clean_identity,clean_identity,lenta_news,True,False
611,Ранения различной тяжести получили до 50 человек.,Ранения различной тяжести получили до 50 человек.,test,clean_identity,clean_identity,lenta_news,True,False
612,"Расследованием фактов, проверкой банковских счетов и отчетов об уплате налогов руководит военная разведка.","Расследованием фактов, проверкой банковских счетов и отчетов об уплате налогов руководит военная разведка.",test,clean_identity,clean_identity,lenta_news,True,False
613,"Ребенок, ""назначенный шестимиллиардным"", уже появился на свет: 29-летняя Фатима Невич из боснийского города Високо родила сына через две минуты после полуночи.","Ребенок, ""назначенный шестимиллиардным"", уже появился на свет: 29-летняя Фатима Невич из боснийского города Високо родила сына через две минуты после полуночи.",test,clean_identity,clean_identity,lenta_news,True,False
614,Решенье созрелоМгновенье – и врезался дерзко он в хрупкое тело.Пощады не знает стихия.,Решенье созрелоМгновенье – и врезался дерзко он в хрупкое тело.Пощады не знает стихия.,test,clean_identity,clean_identity,lenta_news,True,False
615,"Российские путешественники имеют свою эмблему, на которой изображены российский флаг и два тигренка, сидящих на глобусе.","Российские путешественники имеют свою эмблему, на которой изображены российский флаг и два тигренка, сидящих на глобусе.",test,clean_identity,clean_identity,lenta_news,True,False
616,"Руководство Ferrari заявило, что намерено обжаловать это решение.","Руководство Ferrari заявило, что намерено обжаловать это решение.",test,clean_identity,clean_identity,lenta_news,True,False
617,"Руководство префектуры ЦО предупредило, что подобные попытки будут пресекаться и впредь.","Руководство префектуры ЦО предупредило, что подобные попытки будут пресекаться и впредь.",test,clean_identity,clean_identity,lenta_news,True,False
618,"Ручная кладь, багаж, грузы, бортовые запасы подвергаются100-процентному контролю.","Ручная кладь, багаж, грузы, бортовые запасы подвергаются100-процентному контролю.",test,clean_identity,clean_identity,lenta_news,True,False
619,"Рэю предстоит завершить расследование по делу президента США Билла Клинтона, начатое Старром в 1994 году, и написать финальный отчет.","Рэю предстоит завершить расследование по делу президента США Билла Клинтона, начатое Старром в 1994 году, и написать финальный отчет.",test,clean_identity,clean_identity,lenta_news,True,False
620,Ряд важнейших данных журналист личнополучил от бывшего премьер-министра Пакистана Беназир Бхутто.,Ряд важнейших данных журналист личнополучил от бывшего премьер-министра Пакистана Беназир Бхутто.,test,clean_identity,clean_identity,lenta_news,True,False
621,С 1 ноября до аэропорта Домодедово можно будет доехать на скоростной электричке Московская железная дорога (МЖД) планирует с 1 ноября открыть скоростной маршрут от Павелецкого вокзала до аэропорта Домодедово.,С 1 ноября до аэропорта Домодедово можно будет доехать на скоростной электричке Московская железная дорога (МЖД) планирует с 1 ноября открыть скоростной маршрут от Павелецкого вокзала до аэропорта Домодедово.,test,clean_identity,clean_identity,lenta_news,True,False
622,С 1993 года он отстаивал либеральные ценности в своей в Комиссии по помилованию при Президенте РФ.,С 1993 года он отстаивал либеральные ценности в своей в Комиссии по помилованию при Президенте РФ.,test,clean_identity,clean_identity,lenta_news,True,False
623,"Сам же Юрий Лужков, как известно, в прошедшую пятницу, 17-го сентября, официально объявил о том, что будет баллотироваться на пост мэра Москвы на следующий срок.","Сам же Юрий Лужков, как известно, в прошедшую пятницу, 17-го сентября, официально объявил о том, что будет баллотироваться на пост мэра Москвы на следующий срок.",test,clean_identity,clean_identity,lenta_news,True,False
