matrix_key,title,status,blocked_reason,requires,recommended_next_action
orthography_3_5_3_1,Дефисное написание наречий,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_5_4,Написание отрицательных наречий,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy,Написание служебных слов и междометий,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_slitnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,Слитное написание служебных слов и междометий,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_6_1_2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_6_1_4,Слитное написание междометий и звукоподражаний,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_napisanie_sluzhebnyh_slov_i_mezhdometiy_cherez_defis,Написание служебных слов и междометий через дефис,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_6_2_3,Слитное написание междометий и звукоподражаний,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_6_2_4,Написание междометий и звукоподражаний через дефис,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_razdelnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,Раздельное написание служебных слов и междометий,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_sochetaniya_s_chastitsami,Сочетания с частицами,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_6_4_1,Дефисное написание сочетаний с частицами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_6_4_2,Раздельное написание сочетаний с частицами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne,Написания с отрицанием «не»,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_slitnoe_napisanie_ne,Слитное написание «не»,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_7_1_3,Приставки «недо-» и «небез- (небес-)»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_slitnoe_napisanie_ne_napisanie_s_nekotorymi_suschestvitelnymi_prilagatelnymi_narechiyami_na_o,"Написание с некоторыми существительными, прилагательными, наречиями на «-о»",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_7_1_4_2,Непринадлежность к разряду лиц или явлений в сочетаниях с «не»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_1_4_3,Определение или предлог перед существительным с «не»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_1_4_5,Наличие уточняющих наречий,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_1_5,Слитное написание с полными формами причастий,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_razdelnoe_napisanie_ne,Раздельное написание «не»,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_7_2_2,Написание с числительными и счётными существительными,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_3,Написание с местоименными словами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_4,Написание со всегда краткими прилагательными,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_5,Написание с наречиями и неизменяемыми словами в роли сказуемого,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_6,"Написание с любыми словами, пишущимися через дефис",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_8,Конструкции с противопоставлением,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_obschie_pravila_slitnogo_napisaniya,Общие правила слитного написания,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_8_1,Написание слов с приставками,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_3_8_2,"Написание слов, первая часть которых совпадает с формой числительного",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_3_8_3,Написание слов с первой иноязычной частью,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_3_8_4,Сложные слова без соединительной гласной,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_obschie_pravila_napisaniya_cherez_defis,Общие правила написания через дефис,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_3_9_1,Дефисное написание повторяемых сочетаний,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_3_9_3,Парные конструкции из слов с первой частью «полу-»,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_3_9_5,Сочетания со значением указания на количество или время,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv,Правила употребления прописных и строчных букв,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_sobstvennye_imena_i_proizvodnye_ot_nih_slova,Собственные имена и производные от них слова,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_1_1,"Личные имена, отчества, фамилии, псевдонимы, прозвища",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_1_2,Служебные слова в составе фамилий,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_1_3,"Составные части арабских, тюркских, персидских имён",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_1_4,"Имена, относящиеся к религии и мифологии",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_1_5,Нарицательные имена со строчной буквы,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_1_7,Нарицательные слова как названия персонажей,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_1_9,"Имена прилагательные с суффиксами -ск-, -овск- (-евск-), -инск-",dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_4_1_11,Названия и веб-адреса сайтов,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_geograficheskie_i_administrativno_territorialnye_nazvaniya_i_proizvodnye_ot_nih_slova,Географические и административно-территориальные названия и производные от них слова,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_2_1,Географические и административно-территориальные названия,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_2_4,Названия стран света,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_2_5,"Однословные производные названия территорий, областей, местностей",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_2_6,Неофициальные устойчивые названия государств и городов,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_2_7,"Названия железнодорожных станций, вокзалов, аэропортов",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_3,Астрономические названия,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_4,"Названия исторических эпох, событий, календарных периодов, праздников и общественных мероприятий",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_svyazannye_s_religiey,"Названия, связанные с религией",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_5_1,Написание слова «Бог» и производных,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_2,Слова перед собственными именами,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_3,Слово «бог» в устойчивых сочетаниях,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_5,Первое слово и собственные имена в названиях религиозных праздников,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_6,"Названия постов, недель и дней, относящихся к этим периодам",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_7,Названия конфессий,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_8,Первое слово в названиях высших органов церковной власти,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_9,Полные официальные наименования высших церковных должностных лиц,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_10,"Названия монастырей, храмов, икон",planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_11,Родовые наименования,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_4_5_12,Названия культовых книг,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_organov_vlasti_uchrezhdeniy_organizatsiy_obschestv_partiy,"Названия органов власти, учреждений, организаций, обществ, партий",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_6_1,Официальные составные названия,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_6_3,Высшие представительные учреждения зарубежных стран,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_dokumentov_pamyatnikov_predmetov_i_proizvedeniy_iskusstva,"Названия документов, памятников, предметов и произведений искусства",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_7_1,"Прописная буква в названиях документов, государственных законов, архитектурных памятников, предметов и произведений искусства",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_8,"Названия должностей, званий, титулов",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_4_9,"Названия орденов, медалей, наград, знаков отличия",ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_propisnye_bukvy_v_osobom_stilisticheskom_upotreblenii,Прописные буквы в особом стилистическом употреблении,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_4_11_2,"Местоимения «Вы», «Ваш»",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy,Правила написания аббревиатур и графических сокращений,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_abbreviatury_i_proizvodnye_ot_nih_slova,Аббревиатуры и производные от них слова,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_graficheskie_sokrascheniya,Графические сокращения,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_graficheskie_sokrascheniya_tochka_posle_sokrascheniy,Точка после сокращений,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_5_2_1_1,Общеупотребительные сокращения,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_5_2_1_2,Самостоятельно употребляемые сокращения,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_5_2_1_3,"Сокращение к идущим подряд нескольким числам, названиям, именам",dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_group_pravopisanie_inostrannyh_slov,Правописание иностранных слов,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_6_1,Правописание английских слов,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_6_2,Правописание латинских слов,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_6_3,Правописание иноязычных слов и предложений,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_group_opechatki,Опечатки,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_7_2,Пропуск или вставка пробела,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_4,Алфавитная опечатка,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_5,Межбуквенные пробелы,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_6,Лишние повторяющиеся буквы,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_7,Ошибочное появление пробелов внутри слов,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_8,Ошибочное склеивание слов,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_7_9,Пропуск точки после инициала,ner_required,BLOCK_NEEDS_NER,"[""model"", ""ner"", ""syntax""]",add NER/protected-span candidate path and hard negatives
orthography_group_tipichnye_oshibki,Типичные ошибки,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
orthography_8_2,Слова с неустоявшимся написанием,planned,BLOCK_PLANNED,[],implement bounded candidate path before training data
orthography_8_3,Неизвестные термины-неологизмы,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
orthography_8_4,Омофоны,dictionary_model_required,BLOCK_NEEDS_DICTIONARY,"[""dictionary"", ""model""]",add dictionary/lexicon candidate support and probes
punctuation_group_znaki_prepinaniya_v_kontse_v_nachale_v_seredine_predlozheniya,"Знаки препинания в конце, в начале, в середине предложения",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_v_kontse_v_nachale_v_seredine_predlozheniya_znaki_kontsa_predlozheniya_vnutri_predlozheniya,Знаки конца предложения внутри предложения,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_1_3_5,Непонятная точка,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_1_4,Запятая между подлежащим и сказуемым,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_1_5,Лишняя запятая в управлении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_tire_mezhdu_chlenami_predlozheniya,Тире между членами предложения,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_tire_mezhdu_chlenami_predlozheniya_tire_mezhdu_podlezhaschim_i_skazuemym,Тире между подлежащим и сказуемым,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_2_1_1,Тире при подлежащем и сказуемом в именительном падеже,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_3,Подлежащее и/или сказуемое выражены инфинитивом,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_4,Сказуемое выражено числительным,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_5,Тире при фразеологическом обороте,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_6,Тире при личном или указательном местоимении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_7,Отсутствие тире при вопросительном местоимении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_8,Тире при существительном с отрицанием,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_9,Тире перед прилагательным или причастием,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_10,Тире перед оборотом со сравнительными частицами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_1_11,"Отсутствие тире при вводном слове, обстоятельстве или дополнении, союзе или частице",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_2_2,Тире в неполном предложении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_odnorodnyh_chlenah_predlozheniya,Знаки препинания при однородных членах предложения,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_4_1,"Запятые при однородных членах предложения, не соединенных союзами",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_3,"Однородные члены предложения, соединенные противительными союзами",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_4,"Однородные члены предложения, соединенные одиночными союзами",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_5,Запятая при составных союзах,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_8,"Тире перед обобщающим словом, стоящим после однородных членов",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_10,Запятая при однородных и неоднородных определениях,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_11,Запятая при сочетании определения-прилагательного с причастным оборотом,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_4_14,Знаки препинания при повторяющихся членах предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya,Знаки препинания при обособленных членах предложения,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_pri_soglasovannyh_opredeleniyah,Знаки препинания при согласованных определениях,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_pri_soglasovannyh_opredeleniyah_zapyatye_pri_opredelitelnyh_oborotah,Запятые при определительных оборотах,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_5_1_1_1,Оборот после определяемого существительного,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_1_1_2,Оборот перед определяемым существительным,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_1_2,Определительный оборот при личном местоимении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_1_3,Нераспространенное согласованное определение,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_3,Знаки препинания при приложениях,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_pri_obstoyatelstvah,Знаки препинания при обстоятельствах,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_5_4_2,Ограничительные частицы перед деепричастным оборотом,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_3,Обособленное одиночное деепричастие,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_5,Обстоятельственные члены предложения с производными предлогами и предложными сочетаниями,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_6,"Деепричастие, утратившее глагольное значение",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_7,Деепричастие в составе устойчивого оборота,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_8,Деепричастие с зависимым словом «который»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_9,Необособленное одиночное деепричастие,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_4_10,"Обстоятельство, выраженное наречием",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_5,Знаки препинания при ограничительно-выделительных оборотах,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_pri_utochnyayuschih_poyasnitelnyh_i_prisoedinitelnyh_chlenah_predlozheniya,"Знаки препинания при уточняющих, пояснительных и присоединительных членах предложения",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_5_6_2,Пояснительные члены предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_6_3,Присоединительные члены предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_v_nerazlozhimyh_sochetaniyah,Знаки препинания в неразложимых сочетаниях,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_5_7_1,Неразложимые сочетания с подчинительными союзами и союзными словами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_2,Неразложимые сочетания с частицами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_3,Выражения с глаголом «хотеть»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_4,Неразложимые сочетания с местоименными и наречными словами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_5,Неразложимые сочетания с союзом «чем»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_6,"Неразложимые сочетания «не кто иной, как» и «не что иное, как»",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_7,Запятая внутри выражений,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_8,Сочетания типа «кто ни на есть»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_9,Союз «что» в выражении «только и…что»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_7_10,Тире в цельных по смыслу сочетаниях,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
