source_dataset,source,target,reason,edit_summary,detected_error_types,candidate_present
spellcheck_punctuation_benchmark,"— К примеру, меняемся не глядя, буккроссинг, кулинарные вечера, мастер-классы, лекции, будут имиджевые проекты, кинопоказы.","К примеру: ""Меняемся не глядя"", буккроссинг, кулинарные вечера, мастер-классы, лекции, будут имиджевые проекты, кинопоказы.",candidate_missing,"punctuation_delete:—->:unknown; punctuation_replace:,->::unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"“ Мы стараемя часто говорить об этом, но у сына такой вид, как будто это его совершенно не интересует.","Мы стараемся часто говорить об этом, но у сына такой вид, как будто это его совершенно не интересует.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Если вы медик-что за странные сомнения? » Иногда дать возможность рожать ». Вы же должны поимать что ущерб организму от процесса родов и вынашивания гораздо обширнее, чем разовый наркоз и полостная операция.","Если вы медик - что за странные сомнения? ""Иногда дать возможность рожать"". Вы же должны понимать, что ущерб организму от процесса родов и вынашивания гораздо обширнее, чем разовый наркоз и полостная операция.",candidate_missing,"punctuation_replace:»->"":unknown; punctuation_replace:»->"":unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Картина получалась парадоксальная- по-факту, ИТ-работников готовят ВСЕ.",Картина получалась парадоксальная - по факту ИТ-работников готовят ВСЕ.,candidate_missing,"punctuation_delete:,->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,Красный очень скоро слишкомто думает хлеб насущный.,Красный очень скоро слишком-то думает хлеб насущный.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Никто не знает, откуда они взялись, однако ясно, что Шипокрылы слетаются на Зов Хаоса, привелеченные опьяняющим чувством силы и могущества..","Никто не знает, откуда они взялись, однако ясно, что Шипокрылы слетаются на Зов Хаоса, привлечённые опьяняющим чувством силы и могущества.",candidate_missing,punctuation_delete:.->:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"Ожидается, что основным инвестором выступит компания « Семей инжиниринг », из госказны выделят 158 миллионов тенге.","Ожидается, что основным инвестором выступит компания ""Семей инжиниринг"", из госказны выделят 158 миллионов тенге.",candidate_missing,"punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Поток воздуха, конечно, очень очень напылит в вашей бане, но печь, наверное станет незапятанной.","Поток воздуха, конечно, очень-очень напылит в вашей бане, но печь, наверное, станет незапятнанной.",candidate_missing,"punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"« Дом 163 » готов предоставить площадку для проведения различных культурных, творческих и образовательных ивентов.","""Дом 163"" готов предоставить площадку для проведения различных культурных, творческих и образовательных ивентов.",candidate_missing,"punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,Беларуссия агитирует Украину вступить в Таможенный союз.,Белоруссия агитирует Украину вступить в Таможенный союз.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Благо эти нюансы тревожут не только лишь наших сограждан, намного ранее вопросы благоустройства особняков и усадьб стали тревожить обитателей западных государств, что привело к созданию огромного количества агрегатов и устройств, способных обеспечить нужные условия.","Благо эти нюансы тревожат не только лишь наших сограждан, намного ранее вопросы благоустройства особняков и усадьб стали тревожить обитателей западных государств, что привело к созданию огромного количества агрегатов и устройств, способных обеспечить нужные условия.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Был очень то, что пятьто лет … iPhone и думала, кому бы позвонить.","Был очень-то, что пять-то лет iPhone, и думала, кому бы позвонить.",candidate_missing,"punctuation_delete:…->:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,Внутри этой горы проложен спиралеобразный автотуннель « Spiralen » для автолюбителей.,Внутри этой горы проложен спиралеобразный автотоннель Spiralen для автолюбителей.,candidate_missing,punctuation_delete:«->:unknown; punctuation_delete:»->:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,Возможность применения ускоренной амортизации приобретаемой техники: объект лизинга может быть самортизирован на величину до 99 % от первоначальной стоимости за срок действия договора лизинга; по истечении срока договора к Лизингополучателю на баланс и в собственность переходит полностью самортизированное имущество.,Возможность применения ускоренной амортизации приобретаемой техники: объект лизинга может быть самортизирован на величину до 99 % от первоначальной стоимости за срок действия договора лизинга; по истечении срока договора к лизингополучателю на баланс и в собственность переходит полностью самортизированное имущество.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Для зрительного роста места комнаты используйте ковры светлого цвета, или ковры с броским рисунком на искосок.",Для зрительного роста места комнаты используйте ковры светлого цвета или ковры с броским рисунком наискосок.,candidate_missing,"punctuation_delete:,->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Если гласить про оформление и устройство детской, то тут принципиально, чтоб « владение » ни 1 -го из деток не имело приемущества над другим.","Если гласить про оформление и устройство детской, то тут принципиально, чтоб ""владение"" ни 1-го из деток не имело преимущества над другим.",candidate_missing,"punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Заходит новый русский в гостиницу и через секретаршу заказывает номер. - В номере, - говорит, - чтоб был телек, диван, компутер, видео, ванна-джакузи и т.д. и т.п. Вечером возвращается и кроме заказанного видит двух потрясных телок. - Кто это? - спрашивает у секретарши. - Это и т.д. и т.п....","Заходит новый русский в гостиницу и через секретаршу заказывает номер. В номере, говорит, чтоб был телек, диван, компьютер, видео, ванна-джакузи и т.д. и т.п. Вечером возвращается и, кроме заказанного, видит двух потрясных телок. ""Кто это?"" - спрашивает у секретарши. - ""Это и т. д. и т. п."".",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"И лаундж-зона, и зал для встреч, и небольшой магазинчик забавных штучек Tem ’ а Колосова.","И лаундж-зона, и зал для встреч, и небольшой магазинчик забавных штучек ""Tem’а Колосова"".",candidate_missing,"punctuation_insert:->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Как правило, это может быть связано с соображениями безопасности - считается, что электроплиты намного менее взрыво- и пожаро- опасны, чем газовое оборудование.","Как правило, это может быть связано с соображениями безопасности. Считается, что электроплиты намного менее взрыво- и пожароопасны, чем газовое оборудование.",candidate_missing,punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"Конкретно благодаря этому, сконденсированная влага не собирается снутри пластмассового окна.","Конкретно благодаря этому, сконденсированная влага не собирается внутри пластмассового окна.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Конце концов, – возмутилась была совсем другая девушка и на нее было обращено его … при случае готов оставить на коже врага парутройку царапин.","- В конце концов, — возмутилась она. Была совсем другая девушка, и на неё было обращено его... При случае готов оставить на коже врага пару-тройку царапин.",candidate_missing,"punctuation_insert:->—:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown; punctuation_delete:…->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"На ветках деревьев здесь сидят очень убедительные птицы, а под ногами – под эффектным стеклянным полом в стиле хайтек – в лесной траве растут грибы и даже « бегают » ёжики.","На ветках деревьев здесь сидят очень убедительные птицы, а под ногами — под эффектным стеклянным полом в стиле хайтек — в лесной траве растут грибы и даже ""бегают"" ёжики.",candidate_missing,"punctuation_insert:->—:unknown; punctuation_insert:->—:unknown; punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Но это будут разные посты, очень надеюсь что у меня хватит терпения и нервов на написание ибо меня последнее время все дергают всем от меня что то надо, в общем ниче без меня не могут (:","Но это будут разные посты. Очень надеюсь, что у меня хватит терпения и нервов на написание, ибо меня последнее время все дёргают, всем от меня что-то надо, в общем, ничё без меня не могут.",disallowed_error_type,"final_punctuation:->.:unknown; hyphen_change:что то->что-то:hyphen_particles; punctuation_replace:,->.:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_delete:(->:unknown; punctuation_delete::->:unknown","[""final_punctuation"", ""hyphen"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"О том, как не попасться на удочку мошенников, рассказывает Юлия Грекова, старший ресечер компании AVANTA Personnel.","О том, как не попасться на удочку мошенников, рассказывает Юлия Грекова, старший ресёчер компании AVANTA Personnel.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Один был в Грузии, второй сейчас несостоявшийся в Камбодже, ведь на него потрачено куча бабла.","Один был в Грузии, второй сейчас несостоявшийся в Камбодже, ведь на него потрачена куча бабла.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Отформатируя диск при попытке отладки мы эти лапы им отпилим, а заодно научим, что им в программировании и реверсинге делать нечего.","Отформатируя диск при попытке отладки, мы эти лапы им отпилим, а заодно научим, что им в программировании и ревёрсинге делать нечего.",candidate_missing,"punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Поэтому, либо следует планировать поездку с конца января и не один месяц следить за акциями авиакомпаний, либо ехать в пик сезона и платить по-полной.","Поэтому либо следует планировать поездку с конца января и не один месяц следить за акциями авиакомпаний, либо ехать в пик сезона и платить по полной.",candidate_missing,"punctuation_delete:,->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Ребята из Оша также смогут принять участие удаленно, ведь работы будут принматься в электронном виде.","Ребята из Оша также смогут принять участие удалённо, ведь работы будут приниматься в электронном виде.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"С момента открытия « ТЧК » достаточно успешно развивался, вскоре став не только территорией, востребованной фрилансерами, но и местом проведения кинопоказов, концертов, встреч с успешными людьми и других интересных, уникальных и познавательных акций.","С момента открытия ""ТЧК"" достаточно успешно развивался, вскоре став не только территорией, востребованной фрилансерами, но и местом проведения кинопоказов, концертов, встреч с успешными людьми и других интересных, уникальных и познавательных акций.",candidate_missing,"punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Судя по рассказам местных обитателей (и собранной нами в архивах инфы), эта пещера не только лишь обещала оказаться самой большой из имеющихся в Старицком районе — а может быть, и в Рф, — в ней также мог находиться склад орудия, оставленный для партизан нашими отступающими войсками в 1941 году …","Судя по рассказам местных обитателей (и собранной нами в архивах инфы), эта пещера не только лишь обещала оказаться самой большой из имеющихся в Старицком районе — а может быть, и в РФ, — в ней также мог находиться склад оружия, оставленный для партизан нашими отступающими войсками в 1941 году.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"Таким образом поучаем третее обязательное условие - [3] первый символ PN должен быть "" F "", "" N "" или "" U ""!","Таким образом получаем третье обязательное условие - [3] первый символ PN должен быть ""F"", ""N"" или ""U""!",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Там, где я собираюсь кое-что купить, разрешена оплата в WebMoney и указан только номер ихнего еврокошелька.","Там, где я собираюсь кое-что купить, разрешена оплата в WebMoney и указан только номер их еврокошелька.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Татьяна отвергает Онегина, помня, что в о снове его любви к ней лежит семялюбие.","Татьяна отвергает Онегина, помня, что в основе его любви к ней лежит себялюбие.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Технологическая ёмкость экспозиции тоже беспрецедентно высока: мультитач-технологии позволяют сразу нескольким посетителям развлекаться у одного и того же экспоната или играть в одну и ту же образовательную игру, технология « кинект » даёт возможность с помощью жестов управлять вращением Земли на огромном экране-сфере, а технологии дополненной реальности делают наглядными общие понятия, например, идею биосферы, в которой сосуществуют различные виды животных.","Технологическая ёмкость экспозиции тоже беспрецедентно высока: мультитач-технологии позволяют сразу нескольким посетителям развлекаться у одного и того же экспоната или играть в одну и ту же образовательную игру, технология ""Кинект"" даёт возможность с помощью жестов управлять вращением Земли на огромном экране-сфере, а технологии дополненной реальности делают наглядными общие понятия, например, идею биосферы, в которой сосуществуют различные виды животных.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"Утепление фундамента и подвала обеспечит комфорт снутри дома, поэтому как позволит сохранить температуру пола.","Утепление фундамента и подвала обеспечит комфорт внутри дома, потому как позволит сохранить температуру пола.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Хреново с определением региона у Яндекса, хотя все мои айпишники (дома , на работе) прямо указывают на город Гродно … причем тут Витебск?","Хреново с определением региона у Яндекса, хотя все мои айпишники (дома, на работе) прямо указывают на город Гродно... При чём тут Витебск?",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,для меня всё материальное тленно и лишь находясь в гармонии-для начала с собой-можно радовацца чужому счастью искренне,"Для меня всё материальное тленно, и лишь находясь в гармонии - для начала с собой - можно радоваться чужому счастью искренне.",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,кислото – и жаростойкость;,Кислото- и жаростойкость.,too_few_tokens,,[],False
spellcheck_punctuation_benchmark,"после измененний на основные статы, прошла 1 -й уровень излома за 2 похода.... с 1 -ой постепенкой 30 выноса 230 ловки за поход убила сразу 4 -х боссов. пробуйте!","После изменений на основные статы прошла 1-й уровень излома за 2 похода.... С 1-й постепенкой 30 выноса 230 ловки, за поход убила сразу 4-х боссов. Пробуйте!",disallowed_error_type,"case_change:п->П:unknown; punctuation_delete:,->:unknown; punctuation_insert:->,:unknown","[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"National Geographic включил знаменитое шоссе Трансфэгэрэшан, соединяющее Трансильванию и Валахию, в число 10 самых впечатлеющих трасс мира в этой высокогорной части румынских Карпат снег лежит по июнь включительно, движение разрешено с 30 июня по 1 ноября, со скоростью 40 км/ч..","National Geographic включил знаменитое шоссе Трансфэгэрэшан, соединяющее Трансильванию и Валахию, в число 10 самых впечатляющих трасс мира: в этой высокогорной части румынских Карпат снег лежит по июнь включительно, движение разрешено с 30 июня по 1 ноября со скоростью 40 км/ч.",candidate_missing,"punctuation_insert:->::unknown; punctuation_delete:,->:unknown; punctuation_delete:.->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Ветром сдуло кепку, хлещет дождь в лицо, это осень детка называитцо.","Ветром сдуло кепку, хлещет дождь в лицо - это осень, детка, называется.",candidate_missing,"punctuation_delete:,->:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Вы оборжётесь, но проводникам поезда Москва-Новгород поставили задачу приглядывать за оппозиционерами, едущими на Земский съезд, и кому-то отчитываться. Моя проводниция меня бережёт.","Вы оборжётесь, но проводникам поезда Москва - Новгород поставили задачу приглядывать за оппозиционерами, едущими на Земский съезд, и кому-то отчитываться. Моя проводница меня бережёт.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Вы чиво такие коты, столько приятностей написали. Главное, чтоб они тестовое теперь приняли, и тогда уже закатим пирушку. :D","Вы чего такие коты? Столько приятностей написали. Главное, чтоб они тестовое теперь приняли, и тогда уже закатим пирушку. :D",candidate_missing,"punctuation_replace:,->?:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Галин студент Рома Жданов, чемпион паралимпийских игр в Токио, представлен на Национальную премию. По голосам он пока на втором месте. Сделаем его Первым! Просьба: поддержите нашего героя своим голосом. Вот ссылка: Огромное спасибо. Болеем за наших!!!","Галин студент Рома Жданов, чемпион паралимпийских игр в Токио, представлен на Национальную премию. По голосам он пока на втором месте. Сделаем его Первым! Просьба: поддержите нашего героя своим голосом. Вот ссылка... Огромное спасибо. Болеем за наших!!!",candidate_missing,punctuation_replace::->.:unknown; punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"Если б я не читала твиттер, а смотрела рашкованские новости, я б искренне уверовала, что самый жуткий злодей на земле, после Гитлера и Иди Амина - это Алек Болдуин.","Если б я не читала Twitter, а смотрела рашкованские новости, я б искренне уверовала, что самый жуткий злодей на Земле после Гитлера и Иди Амина - это Алек Болдуин.",candidate_missing,"punctuation_delete:,->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Каждую осень архангельская полиция приходит к экоактивисту из-за порнографии. У них такая традиция. Год назад — Оксана Владыка, сейчас — Андрей Боровиков.","Каждую осень архангельская полиция приходит к экоактивисту из-за порнографии. У них такая традиция. Год назад — Оксана Владыка, сейчас — Андрей Боровиков.",source_equals_target,,[],False
spellcheck_punctuation_benchmark,"Как патриот, хотел бы купить какойнить кульный смартфон российского производства. Какой бренд вы бы посоветовали.","Как патриот, хотел бы купить какой-нить кульный смартфон российского производства. Какой бренд вы бы посоветовали?",candidate_missing,final_punctuation:.->?:unknown,"[""final_punctuation""]",False
spellcheck_punctuation_benchmark,"Коллеги в смолтоке обсуждают как порой их вгоняют в депрессию новости Швеции.. Что страяслось, горемыки? Осенние листочки засорили водосток и на пешеходном переходе появилась лужа и с ней ничего не делают уже 4 часа?","Коллеги в смолтоке обсуждают, как порой их вгоняют в депрессию новости Швеции. Что стряслось, горемыки? Осенние листочки засорили водосток, и на пешеходном переходе появилась лужа, и с ней ничего не делают уже 4 часа?",candidate_missing,"punctuation_insert:->,:unknown; punctuation_delete:.->:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Короче, не спрашивайте как, но я посмотрел одно из этих всратых ток-шоу на «России-1». Там рассказывали, что у Байдена пёс уже двоих людей покусал, а у Путина собака никого не кусала. А собаки чувствуют настроение хозяина — значит, Байден хочет войны, а Путин нет. Я щас не шучу","Короче, не спрашивайте как, но я посмотрел одно из этих всратых ток-шоу на ""России-1"". Там рассказывали, что у Байдена пёс уже двоих людей покусал, а у Путина собака никого не кусала. А собаки чувствуют настроение хозяина, значит, Байден хочет войны, а Путин - нет. Я щас не шучу.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"Коты такие славные заитсы. Чего-то скачут с самого утра, делоют дела свои глупые, просто чудо.","Коты - такие славные заитсы. Чего-то скачут с самого утра, делают дела свои глупые - просто чудо.",candidate_missing,"punctuation_delete:,->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Май 2011. В России стартовал предзаказ на отчественные электромобили ""Ё-мобиль"". Капитализация Tesla - 2,7 млрд. долларов. Май 2021. Капитализация Tesla - 593 млрд. долларов. В России своего электромобиля так и не выпустили.","Май 2011. В России стартовал предзаказ на отечественные электромобили ""Ё-мобиль"". Капитализация Tesla - 2,7 млрд. долларов. Май 2021. Капитализация Tesla - 593 млрд. долларов. В России своего электромобиля так и не выпустили.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"На первый взгляд может показаться, что звук наложен на видос. Но нифига. Это Венген. 8 утра. Май 2020.","На первый взгляд, может показаться, что звук наложен на видос. Но ни фига. Это Венген. 8 утра. Май 2020.",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,"Россия не может сделать ни одной вещи для человека - ни компьютер, ни смартфон, ни нормальный автомобиль. Но полицеский бронемобиль до разгона митингов - да пожалуйста!!!","Россия не может сделать ни одной вещи для человека: ни компьютер, ни смартфон, ни нормальный автомобиль. Но полицейский бронемобиль для разгона митингов - да, пожалуйста.",candidate_missing,"final_punctuation:!->.:unknown; punctuation_insert:->::unknown; punctuation_insert:->,:unknown; punctuation_delete:!->:unknown; punctuation_delete:!->:unknown","[""final_punctuation"", ""punctuation""]",False
spellcheck_punctuation_benchmark,"Согласно статистическим данным, с марта по июнь в Израиле от коронавирусных осложнений умерло пожилых людей в возрасте свыше 70 лет: 370 привитых 5120 непривитых. Специально для отстающих от прогресса антиваксеров: 370 привитых и 5120 непривитых. Вот так «прививки не работают».","Согласно статистическим данным с марта по июнь в Израиле от коронавирусных осложнений умерло пожилых людей в возрасте свыше 70 лет: 370 привитых, 5120 непривитых. Специально для отстающих от прогресса антиваксеров: 370 привитых и 5120 непривитых. Вот так ""прививки не работают"".",candidate_missing,"punctuation_delete:,->:unknown; punctuation_insert:->,:unknown; punctuation_replace:«->"":unknown; punctuation_replace:»->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"У меня вопрос к ютубу: можно ли жаловаться на видосы за мошенничество, если они называются а-ля ЛЮТЫЕ ПРИКОЛЫ ЗА АВГУСТ, а приколы там совсем не лютые?","У меня вопрос к ютубу: можно ли жаловаться на видосы за мошенничество, если они называются а-ля ""ЛЮТЫЕ ПРИКОЛЫ ЗА АВГУСТ"", а приколы там совсем не лютые?",candidate_missing,"punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Я: *готовлю обед* Папа: опять свой брокколиный суп варишь? Иванушки International: брокколиный суп, жара, июль!","Я: *готовлю обед*. Папа: ""Опять свой брокколиный суп варишь?"" Иванушки International: ""Брокколиный суп, жара, июль!""",candidate_missing,"punctuation_insert:->.:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"антон и арсений — это пара трудоголиков то один москва-питер-москва с вечными съёмками и фотосессиями, то второй не вылазит из офиса, а потом катается по стране и где-то снимается а вы может, не знаю, отдохнуть??","Антон и Арсений — это пара трудоголиков. То один москва-питер-москва с вечными съёмками и фотосессиями, то второй не вылазит из офиса, а потом катается по стране и где-то снимается. А вы можете, не знаю, отдохнуть??",disallowed_error_type,case_change:а->А:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown,"[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,если на выпускном вашего универа не выступает меладзе вам стоит сменить универ,"Если на выпускном вашего универа не выступает Меладзе, вам стоит сменить универ.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:е->Е:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,какой-то день кнута и пряника у нас с вами сегодня теперь выясняется что гостей снова принимают за импровизаторов и они играют роли вместо парней ну зачем было портить новости стааааааас,"Какой-то день кнута и пряника у нас с вами сегодня, теперь выясняется, что гостей снова принимают за импровизаторов и они играют роли вместо парней. Ну зачем было портить новости, Стас?",disallowed_error_type,"final_punctuation:->?:unknown; case_change:к->К:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"кстати у нас снова ввели дистанционку все радуются а я ГРУЩУ ведь мне нравится выезжать в универ :( красиво одеваться, покупать горячий шоколад, ездить в метро :( а вы учитесь дистанционно или как норм люди?","Кстати, у нас снова ввели дистанционку, все радуются, а я грущу, ведь мне нравится выезжать в универ, красиво одеваться, покупать горячий шоколад, ездить в метро. А вы учитесь дистанционно или как норм люди?",disallowed_error_type,"case_change:к->К:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_replace::->,:unknown; punctuation_delete:(->:unknown; punctuation_replace::->.:unknown; punctuation_delete:(->:unknown","[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,март - это просто постфевраль.,Март - это просто постфевраль.,too_few_tokens,,[],False
spellcheck_punctuation_benchmark,"мы же все с вами говорим йогУрт, овЕн, тЕфтели, гренкИ, фОльга и тд мы же все знаем что коты не мяукают а мяучат а одежду ты не меряешь а меришь мы же знаем наизусть все слова исключения и говорим без речевых ошибок","Мы же все с вами говорим йогурт, овен, тефтели, гренки, фольга и т. д. Мы же все знаем, что коты не мяукают, а мяучат, а одежду ты не меряешь, а меришь. Мы же знаем наизусть все слова-исключения и говорим без речевых ошибок.",token_edit_distance_too_high,,[],False
spellcheck_punctuation_benchmark,"одна из причин, по которой я перестала писать про к-поп, в реплаях всегда появится недовольный со своей точкой зрения, которую ему ОБЯЗАТЕЛЬНО надо будет доказать. коты, расслабьтесь, я переросла ваши истерики","Одна из причин, по которой я перестала писать про K-pop, - в реплаях всегда появится недовольный со своей точкой зрения, которую ему ОБЯЗАТЕЛЬНО надо будет доказать. Коты, расслабьтесь, я переросла ваши истерики.",disallowed_error_type,final_punctuation:->.:unknown; case_change:о->О:unknown,"[""case"", ""final_punctuation""]",True
spellcheck_punctuation_benchmark,"отсутсвие организации касается абсолютно всего, и из-за этого мотивация ходить в универ падает. к студентам не относятся как к живым людям - почему они должны это делать? здесь вступает в игру преподавательский состав. он делится на две части - молодые спецы и старая артиллерия","Отсутствие организации касается абсолютно всего, и из-за этого мотивация ходить в универ падает. К студентам не относятся как к живым людям - почему они должны это делать? Здесь вступает в игру преподавательский состав. Он делится на две части: молодые спецы и старая артиллерия.",disallowed_error_type,final_punctuation:->.:unknown; case_change:о->О:unknown; punctuation_insert:->::unknown,"[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,почему в твиттере так пусто вы что лето весело проводите....,"Почему в твиттере так пусто, вы что, лето весело проводите?",disallowed_error_type,"final_punctuation:.->?:unknown; case_change:п->П:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
