row_index,category,rule_hint,source_text,target_text,candidate_source,candidate_replacement,edit_type,rule_id,score,threshold,selected,threshold_passed,validator_status,validator_reason,is_expected,is_expected_v2
82,context_pair,context_pair,не смотря.,несмотря.,не,Не,case,capitalization_sentence_start,0.2811467349529266,0.98,False,False,,,False,False
83,context_pair,context_pair,не смотря на.,несмотря на.,не смотря на,несмотря на,split_join,context_nesmotrya,0.6623511910438538,0.95,False,False,,,False,True
83,context_pair,context_pair,не смотря на.,несмотря на.,не смотря,несмотря,split_join,context_nesmotrya,0.6322631239891052,0.95,False,False,,,True,True
83,context_pair,context_pair,не смотря на.,несмотря на.,не,Не,case,capitalization_sentence_start,0.1737887859344482,0.98,False,False,,,False,False
84,context_pair,context_pair,несмотря.,не смотря.,несмотря,Несмотря,case,capitalization_sentence_start,0.5370088219642639,0.98,False,False,,,False,False
84,context_pair,context_pair,несмотря.,не смотря.,несмотря,не смотря,split_join,context_nesmotrya,0.0352159328758716,0.95,False,False,,,True,True
85,context_pair,context_pair,несмотря на.,не смотря на.,несмотря,Несмотря,case,capitalization_sentence_start,0.3567869067192077,0.98,False,False,,,False,False
85,context_pair,context_pair,несмотря на.,не смотря на.,несмотря на,не смотря на,split_join,context_nesmotrya,0.1328625530004501,0.95,False,False,,,True,True
85,context_pair,context_pair,несмотря на.,не смотря на.,несмотря,не смотря,split_join,context_nesmotrya,0.017156895250082,0.95,False,False,,,True,True
86,context_pair,context_pair,так же.,также.,так же,также,split_join,context_tak_zhe,0.5703534483909607,0.95,False,False,,,True,True
86,context_pair,context_pair,так же.,также.,так,Так,case,capitalization_sentence_start,0.1765342801809311,0.98,False,False,,,False,False
87,context_pair,context_pair,также.,так же.,также,Также,case,capitalization_sentence_start,0.5699846148490906,0.98,False,False,,,False,False
87,context_pair,context_pair,также.,так же.,также,так же,split_join,context_tak_zhe,0.5480377674102783,0.95,False,False,,,True,True
88,context_pair,context_pair,то же.,тоже.,то,То,case,capitalization_sentence_start,0.3321310579776764,0.98,False,False,,,False,False
88,context_pair,context_pair,то же.,тоже.,то же,тоже,split_join,context_to_zhe,0.0647101700305938,0.95,False,False,,,True,True
89,context_pair,context_pair,тоже.,то же.,тоже,то же,split_join,context_to_zhe,0.3283674418926239,0.95,False,False,,,True,True
89,context_pair,context_pair,тоже.,то же.,тоже,Тоже,case,capitalization_sentence_start,0.316514790058136,0.98,False,False,,,False,False
90,context_pair,context_pair,что бы.,чтобы.,что бы,чтобы,split_join,context_chto_by,0.2619591653347015,0.95,False,False,,,True,True
90,context_pair,context_pair,что бы.,чтобы.,что,Что,case,capitalization_sentence_start,0.1354029178619384,0.98,False,False,,,False,False
91,context_pair,context_pair,чтобы.,что бы.,чтобы,что бы,split_join,context_chto_by,0.6036832928657532,0.95,False,False,,,True,True
91,context_pair,context_pair,чтобы.,что бы.,чтобы,Чтобы,case,capitalization_sentence_start,0.3618132174015045,0.98,False,False,,,False,False
92,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что длинная запись был важен.","Секретарь сохранил библиотека, потому что длинная запись был важен.",библеотека,библиотека,spelling,dictionary_fuzzy,0.4998137354850769,0.95,False,False,,,False,True
92,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что длинная запись был важен.","Секретарь сохранил библиотека, потому что длинная запись был важен.",библеотека,библиотекам,spelling,dictionary_fuzzy,0.2364240288734436,0.95,False,False,,,False,False
93,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что короткий договор был важен.","Секретарь сохранил библиотека, потому что короткий договор был важен.",библеотека,библиотека,spelling,dictionary_fuzzy,0.5128576159477234,0.95,False,False,,,False,True
93,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что короткий договор был важен.","Секретарь сохранил библиотека, потому что короткий договор был важен.",библеотека,библиотекам,spelling,dictionary_fuzzy,0.2459743767976761,0.95,False,False,,,False,False
94,dataset_dictionary_fuzzy,dictionary_fuzzy,Команда внесла библеотека в архивный номер перед встречей.,Команда внесла библиотека в архивный номер перед встречей.,библеотека,библиотека,spelling,dictionary_fuzzy,0.5005529522895813,0.95,False,False,,,False,True
94,dataset_dictionary_fuzzy,dictionary_fuzzy,Команда внесла библеотека в архивный номер перед встречей.,Команда внесла библиотека в архивный номер перед встречей.,библеотека,библиотекам,spelling,dictionary_fuzzy,0.236958235502243,0.95,False,False,,,False,False
95,dataset_dictionary_fuzzy,dictionary_fuzzy,Аналитик записал библеотека и обновил длинная запись вечером.,Аналитик записал библиотека и обновил длинная запись вечером.,библеотека,библиотека,spelling,dictionary_fuzzy,0.5096861124038696,0.95,False,False,,,False,True
95,dataset_dictionary_fuzzy,dictionary_fuzzy,Аналитик записал библеотека и обновил длинная запись вечером.,Аналитик записал библиотека и обновил длинная запись вечером.,библеотека,библиотекам,spelling,dictionary_fuzzy,0.2436278909444809,0.95,False,False,,,False,False
96,dataset_dictionary_fuzzy,dictionary_fuzzy,Команда внесла библеотека в короткий договор перед встречей.,Команда внесла библиотека в короткий договор перед встречей.,библеотека,библиотека,spelling,dictionary_fuzzy,0.5196734070777893,0.95,False,False,,,False,True
96,dataset_dictionary_fuzzy,dictionary_fuzzy,Команда внесла библеотека в короткий договор перед встречей.,Команда внесла библиотека в короткий договор перед встречей.,библеотека,библиотекам,spelling,dictionary_fuzzy,0.2510713934898376,0.95,False,False,,,False,False
97,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что осенняя проверка был важен.","Секретарь сохранил библиотека, потому что осенняя проверка был важен.",библеотека,библиотека,spelling,dictionary_fuzzy,0.5111437439918518,0.95,False,False,,,False,True
97,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что осенняя проверка был важен.","Секретарь сохранил библиотека, потому что осенняя проверка был важен.",библеотека,библиотекам,spelling,dictionary_fuzzy,0.2447043508291244,0.95,False,False,,,False,False
98,dataset_dictionary_fuzzy,dictionary_fuzzy,Аналитик записал библеотека и обновил архивная таблица вечером.,Аналитик записал библиотека и обновил архивная таблица вечером.,библеотека,библиотека,spelling,dictionary_fuzzy,0.5065659880638123,0.95,False,False,,,False,True
98,dataset_dictionary_fuzzy,dictionary_fuzzy,Аналитик записал библеотека и обновил архивная таблица вечером.,Аналитик записал библиотека и обновил архивная таблица вечером.,библеотека,библиотекам,spelling,dictionary_fuzzy,0.241334781050682,0.95,False,False,,,False,False
99,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что новая таблица был важен.","Секретарь сохранил библиотека, потому что новая таблица был важен.",библеотека,библиотека,spelling,dictionary_fuzzy,0.5194360017776489,0.95,False,False,,,False,True
99,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что новая таблица был важен.","Секретарь сохранил библиотека, потому что новая таблица был важен.",библеотека,библиотекам,spelling,dictionary_fuzzy,0.2508925795555115,0.95,False,False,,,False,False
100,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что летняя проверка был важен.","Секретарь сохранил библиотека, потому что летняя проверка был важен.",библеотека,библиотека,spelling,dictionary_fuzzy,0.4973976910114288,0.95,False,False,,,False,True
100,dataset_dictionary_fuzzy,dictionary_fuzzy,"Секретарь сохранил библеотека, потому что летняя проверка был важен.","Секретарь сохранил библиотека, потому что летняя проверка был важен.",библеотека,библиотекам,spelling,dictionary_fuzzy,0.2346837669610977,0.95,False,False,,,False,False
101,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил согласованный договор.","Редактор проверил грамматика, когда готовил согласованный договор.",грсмматика,грамматикам,spelling,dictionary_fuzzy,0.3423601984977722,0.95,False,False,,,False,False
101,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил согласованный договор.","Редактор проверил грамматика, когда готовил согласованный договор.",грсмматика,грамматика,spelling,keyboard_typo_candidate,0.3290754854679107,0.95,False,False,,,False,True
102,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Эксперт отметил молокл, когда читал основной договор.","Эксперт отметил молоко, когда читал основной договор.",молокл,молоко,spelling,keyboard_typo_candidate,0.6125346422195435,0.95,False,False,,,False,True
102,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Эксперт отметил молокл, когда читал основной договор.","Эксперт отметил молоко, когда читал основной договор.",молокл,молол,spelling,extra_letter_candidate,0.2577110826969147,0.95,False,False,,,False,False
103,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Автор увидел грсмматика и открыл городской журнал утром.,Автор увидел грамматика и открыл городской журнал утром.,грсмматика,грамматикам,spelling,dictionary_fuzzy,0.3390503823757171,0.95,False,False,,,False,False
103,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Автор увидел грсмматика и открыл городской журнал утром.,Автор увидел грамматика и открыл городской журнал утром.,грсмматика,грамматика,spelling,keyboard_typo_candidate,0.3258304893970489,0.95,False,False,,,False,True
104,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Эксперт отметил молокл, когда читал рабочая группа.","Эксперт отметил молоко, когда читал рабочая группа.",молокл,молоко,spelling,keyboard_typo_candidate,0.6039657592773438,0.95,False,False,,,False,True
104,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Эксперт отметил молокл, когда читал рабочая группа.","Эксперт отметил молоко, когда читал рабочая группа.",молокл,молол,spelling,extra_letter_candidate,0.2508918046951294,0.95,False,False,,,False,False
105,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил утренний выпуск.","Редактор проверил грамматика, когда готовил утренний выпуск.",грсмматика,грамматикам,spelling,dictionary_fuzzy,0.3260771334171295,0.95,False,False,,,False,False
105,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил утренний выпуск.","Редактор проверил грамматика, когда готовил утренний выпуск.",грсмматика,грамматика,spelling,keyboard_typo_candidate,0.3131234645843506,0.95,False,False,,,False,True
106,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил молокл, когда готовил плановая встреча.","Редактор проверил молоко, когда готовил плановая встреча.",молокл,молоко,spelling,keyboard_typo_candidate,0.5969269871711731,0.95,False,False,,,False,True
106,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил молокл, когда готовил плановая встреча.","Редактор проверил молоко, когда готовил плановая встреча.",молокл,молол,spelling,extra_letter_candidate,0.2454179674386978,0.95,False,False,,,False,False
107,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил закрытое письмо.","Редактор проверил грамматика, когда готовил закрытое письмо.",грсмматика,грамматикам,spelling,dictionary_fuzzy,0.3479210138320923,0.95,False,False,,,False,False
107,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Редактор проверил грсмматика, когда готовил закрытое письмо.","Редактор проверил грамматика, когда готовил закрытое письмо.",грсмматика,грамматика,spelling,keyboard_typo_candidate,0.3345302939414978,0.95,False,False,,,False,True
108,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Автор увидел грсмматика и открыл открытый вопрос утром.,Автор увидел грамматика и открыл открытый вопрос утром.,грсмматика,грамматикам,spelling,dictionary_fuzzy,0.354807585477829,0.95,False,False,,,False,False
108,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Автор увидел грсмматика и открыл открытый вопрос утром.,Автор увидел грамматика и открыл открытый вопрос утром.,грсмматика,грамматика,spelling,keyboard_typo_candidate,0.3412905633449554,0.95,False,False,,,False,True
109,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Секретарь сохранил клрова, потому что подробная справка был важен.","Секретарь сохранил корова, потому что подробная справка был важен.",клрова,корова,spelling,keyboard_typo_candidate,0.6453425288200378,0.95,False,False,,,False,True
109,dataset_keyboard_typo_candidate,keyboard_typo_candidate,"Секретарь сохранил клрова, потому что подробная справка был важен.","Секретарь сохранил корова, потому что подробная справка был важен.",клрова,крова,spelling,extra_letter_candidate,0.1943991631269455,0.95,False,False,,,False,False
110,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Команда внесла клрова в вечерняя смена перед встречей.,Команда внесла корова в вечерняя смена перед встречей.,клрова,корова,spelling,keyboard_typo_candidate,0.6352148652076721,0.95,False,False,,,False,True
110,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Команда внесла клрова в вечерняя смена перед встречей.,Команда внесла корова в вечерняя смена перед встречей.,клрова,крова,spelling,extra_letter_candidate,0.1876048594713211,0.95,False,False,,,False,False
110,dataset_keyboard_typo_candidate,keyboard_typo_candidate,Команда внесла клрова в вечерняя смена перед встречей.,Команда внесла корова в вечерняя смена перед встречей.,смена,сменна,spelling,n_nn_short_form,0.0956640690565109,0.99995,False,False,,,False,False
111,dataset_swapped_letters_candidate,swapped_letters_candidate,"Редактор проверил коорва, когда готовил районный протокол.","Редактор проверил корова, когда готовил районный протокол.",коорва,корова,spelling,swapped_letters_candidate,0.7837238907814026,0.84,False,False,,,False,True
112,dataset_swapped_letters_candidate,swapped_letters_candidate,"Редактор проверил коорва, когда готовил служебная записка.","Редактор проверил корова, когда готовил служебная записка.",коорва,корова,spelling,swapped_letters_candidate,0.7786749005317688,0.84,False,False,,,False,True
113,dataset_swapped_letters_candidate,swapped_letters_candidate,"Редактор проверил коорва, когда готовил рабочий отчет.","Редактор проверил корова, когда готовил рабочий отчет.",коорва,корова,spelling,swapped_letters_candidate,0.783247709274292,0.84,False,False,,,False,True
114,dataset_swapped_letters_candidate,swapped_letters_candidate,Автор увидел коорва и открыл вечерний протокол утром.,Автор увидел корова и открыл вечерний протокол утром.,коорва,корова,spelling,swapped_letters_candidate,0.7705221176147461,0.84,False,False,,,False,True
115,dataset_swapped_letters_candidate,swapped_letters_candidate,"Эксперт отметил коорва, когда читал новый документ.","Эксперт отметил корова, когда читал новый документ.",коорва,корова,spelling,swapped_letters_candidate,0.7836154699325562,0.84,False,False,,,False,True
116,dataset_swapped_letters_candidate,swapped_letters_candidate,Автор увидел коорва и открыл архивный номер утром.,Автор увидел корова и открыл архивный номер утром.,коорва,корова,spelling,swapped_letters_candidate,0.7788568735122681,0.84,False,False,,,False,True
117,dataset_swapped_letters_candidate,swapped_letters_candidate,"Редактор проверил коорва, когда готовил проверенный файл.","Редактор проверил корова, когда готовил проверенный файл.",коорва,корова,spelling,swapped_letters_candidate,0.790226936340332,0.84,False,False,,,False,True
118,dataset_swapped_letters_candidate,swapped_letters_candidate,Автор увидел коорва и открыл подробная справка утром.,Автор увидел корова и открыл подробная справка утром.,коорва,корова,spelling,swapped_letters_candidate,0.7689257860183716,0.84,False,False,,,False,True
119,dataset_swapped_letters_candidate,swapped_letters_candidate,Автор увидел коорва и открыл подготовленный список утром.,Автор увидел корова и открыл подготовленный список утром.,коорва,корова,spelling,swapped_letters_candidate,0.7764666676521301,0.84,False,False,,,False,True
120,dataset_swapped_letters_candidate,swapped_letters_candidate,Автор увидел коорва и открыл свежая сводка утром.,Автор увидел корова и открыл свежая сводка утром.,коорва,корова,spelling,swapped_letters_candidate,0.7704810500144958,0.84,False,False,,,False,True
121,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил млоко, когда готовил важная подпись.","Редактор проверил молоко, когда готовил важная подпись.",млоко,молоко,spelling,missing_letter_candidate,0.6911898255348206,0.95,False,False,,,False,True
121,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил млоко, когда готовил важная подпись.","Редактор проверил молоко, когда готовил важная подпись.",млоко,млеко,spelling,dictionary_fuzzy,0.0822047889232635,0.95,False,False,,,False,False
122,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл короткая заметка утром.,Автор увидел библиотека и открыл короткая заметка утром.,библотека,библиотека,spelling,missing_letter_candidate,0.4329370856285095,0.95,False,False,,,False,True
122,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл короткая заметка утром.,Автор увидел библиотека и открыл короткая заметка утром.,библотека,библиотек,spelling,dictionary_fuzzy,0.2571039199829101,0.95,False,False,,,False,False
123,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил городская служба вечером.,Аналитик записал собака и обновил городская служба вечером.,сбака,собака,spelling,missing_letter_candidate,0.4917097687721252,0.95,False,False,,,False,True
123,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил городская служба вечером.,Аналитик записал собака и обновил городская служба вечером.,сбака,абака,spelling,keyboard_typo_candidate,0.2064211666584015,0.95,False,False,,,False,False
124,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл плановая встреча утром.,Автор увидел библиотека и открыл плановая встреча утром.,библотека,библиотека,spelling,missing_letter_candidate,0.4212587475776672,0.95,False,False,,,False,True
124,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл плановая встреча утром.,Автор увидел библиотека и открыл плановая встреча утром.,библотека,библиотек,spelling,dictionary_fuzzy,0.2480935305356979,0.95,False,False,,,False,False
125,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил библотека, когда готовил основной договор.","Редактор проверил библиотека, когда готовил основной договор.",библотека,библиотека,spelling,missing_letter_candidate,0.4803263545036316,0.95,False,False,,,False,True
125,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил библотека, когда готовил основной договор.","Редактор проверил библиотека, когда готовил основной договор.",библотека,библиотек,spelling,dictionary_fuzzy,0.2952682375907898,0.95,False,False,,,False,False
126,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил временный график вечером.,Аналитик записал собака и обновил временный график вечером.,сбака,собака,spelling,missing_letter_candidate,0.5048726201057434,0.95,False,False,,,False,True
126,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил временный график вечером.,Аналитик записал собака и обновил временный график вечером.,сбака,абака,spelling,keyboard_typo_candidate,0.2151800692081451,0.95,False,False,,,False,False
127,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл закрытая заявка утром.,Автор увидел библиотека и открыл закрытая заявка утром.,библотека,библиотека,spelling,missing_letter_candidate,0.4291192293167114,0.95,False,False,,,False,True
127,dataset_missing_letter_candidate,missing_letter_candidate,Автор увидел библотека и открыл закрытая заявка утром.,Автор увидел библиотека и открыл закрытая заявка утром.,библотека,библиотек,spelling,dictionary_fuzzy,0.2541417181491852,0.95,False,False,,,False,False
128,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил подробная справка вечером.,Аналитик записал собака и обновил подробная справка вечером.,сбака,собака,spelling,missing_letter_candidate,0.4866024553775787,0.95,False,False,,,False,True
128,dataset_missing_letter_candidate,missing_letter_candidate,Аналитик записал сбака и обновил подробная справка вечером.,Аналитик записал собака и обновил подробная справка вечером.,сбака,абака,spelling,keyboard_typo_candidate,0.2030931115150451,0.95,False,False,,,False,False
129,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил млоко, когда готовил северный филиал.","Редактор проверил молоко, когда готовил северный филиал.",млоко,молоко,spelling,missing_letter_candidate,0.6966017484664917,0.95,False,False,,,False,True
129,dataset_missing_letter_candidate,missing_letter_candidate,"Редактор проверил млоко, когда готовил северный филиал.","Редактор проверил молоко, когда готовил северный филиал.",млоко,млеко,spelling,dictionary_fuzzy,0.0841477438807487,0.95,False,False,,,False,False
130,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил зимнее расписание вечером.,Аналитик записал молоко и обновил зимнее расписание вечером.,молокоо,молоко,spelling,extra_letter_candidate,0.4533016383647918,0.95,False,False,,,False,True
130,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил зимнее расписание вечером.,Аналитик записал молоко и обновил зимнее расписание вечером.,молокоо,молоков,spelling,dictionary_fuzzy,0.1985931992530822,0.95,False,False,,,False,False
131,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что новая редакция был важен.","Секретарь сохранил молоко, потому что новая редакция был важен.",молокоо,молоко,spelling,extra_letter_candidate,0.4973622262477875,0.95,False,False,,,False,True
131,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что новая редакция был важен.","Секретарь сохранил молоко, потому что новая редакция был важен.",молокоо,молоков,spelling,dictionary_fuzzy,0.2282318770885467,0.95,False,False,,,False,False
132,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в открытая заявка перед встречей.,Команда внесла молоко в открытая заявка перед встречей.,молокоо,молоко,spelling,extra_letter_candidate,0.5158323049545288,0.95,False,False,,,False,True
132,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в открытая заявка перед встречей.,Команда внесла молоко в открытая заявка перед встречей.,молокоо,молоков,spelling,dictionary_fuzzy,0.2415097057819366,0.95,False,False,,,False,False
133,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в городской архив перед встречей.,Команда внесла молоко в городской архив перед встречей.,молокоо,молоко,spelling,extra_letter_candidate,0.4713537395000458,0.95,False,False,,,False,True
133,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в городской архив перед встречей.,Команда внесла молоко в городской архив перед встречей.,молокоо,молоков,spelling,dictionary_fuzzy,0.2104057073593139,0.95,False,False,,,False,False
134,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил дежурный редактор вечером.,Аналитик записал молоко и обновил дежурный редактор вечером.,молокоо,молоко,spelling,extra_letter_candidate,0.4620277285575866,0.95,False,False,,,False,True
134,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил дежурный редактор вечером.,Аналитик записал молоко и обновил дежурный редактор вечером.,молокоо,молоков,spelling,dictionary_fuzzy,0.2042479664087295,0.95,False,False,,,False,False
135,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что новый маршрут был важен.","Секретарь сохранил молоко, потому что новый маршрут был важен.",молокоо,молоко,spelling,extra_letter_candidate,0.475894957780838,0.95,False,False,,,False,True
135,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что новый маршрут был важен.","Секретарь сохранил молоко, потому что новый маршрут был важен.",молокоо,молоков,spelling,dictionary_fuzzy,0.2134479582309723,0.95,False,False,,,False,False
136,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что общий график был важен.","Секретарь сохранил молоко, потому что общий график был важен.",молокоо,молоко,spelling,extra_letter_candidate,0.5042935609817505,0.95,False,False,,,False,True
136,dataset_extra_letter_candidate,extra_letter_candidate,"Секретарь сохранил молокоо, потому что общий график был важен.","Секретарь сохранил молоко, потому что общий график был важен.",молокоо,молоков,spelling,dictionary_fuzzy,0.2331523448228836,0.95,False,False,,,False,False
137,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в новый раздел перед встречей.,Команда внесла молоко в новый раздел перед встречей.,молокоо,молоко,spelling,extra_letter_candidate,0.5168159008026123,0.95,False,False,,,False,True
137,dataset_extra_letter_candidate,extra_letter_candidate,Команда внесла молокоо в новый раздел перед встречей.,Команда внесла молоко в новый раздел перед встречей.,молокоо,молоков,spelling,dictionary_fuzzy,0.2422318756580352,0.95,False,False,,,False,False
138,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил учебная таблица вечером.,Аналитик записал молоко и обновил учебная таблица вечером.,молокоо,молоко,spelling,extra_letter_candidate,0.493569940328598,0.95,False,False,,,False,True
138,dataset_extra_letter_candidate,extra_letter_candidate,Аналитик записал молокоо и обновил учебная таблица вечером.,Аналитик записал молоко и обновил учебная таблица вечером.,молокоо,молоков,spelling,dictionary_fuzzy,0.2255706936120987,0.95,False,False,,,False,False
139,dataset_double_consonant_candidate,double_consonant_candidate,"Секретарь сохранил комисия, потому что плановая встреча был важен.","Секретарь сохранил комиссия, потому что плановая встреча был важен.",комисия,комиссия,spelling,double_consonant_candidate,0.5761108994483948,0.84,False,False,,,False,True
140,dataset_double_consonant_candidate,double_consonant_candidate,Аналитик записал територия и обновил плановый отчет вечером.,Аналитик записал территория и обновил плановый отчет вечером.,територия,территория,spelling,double_consonant_candidate,0.4484385550022125,0.84,False,False,,,True,True
140,dataset_double_consonant_candidate,double_consonant_candidate,Аналитик записал територия и обновил плановый отчет вечером.,Аналитик записал территория и обновил плановый отчет вечером.,територия,территории,spelling,dictionary_fuzzy,0.1555500924587249,0.95,False,False,,,False,False
141,dataset_double_consonant_candidate,double_consonant_candidate,"Секретарь сохранил територия, потому что общий график был важен.","Секретарь сохранил территория, потому что общий график был важен.",територия,территория,spelling,double_consonant_candidate,0.4832533895969391,0.84,False,False,,,True,True
141,dataset_double_consonant_candidate,double_consonant_candidate,"Секретарь сохранил територия, потому что общий график был важен.","Секретарь сохранил территория, потому что общий график был важен.",територия,территории,spelling,dictionary_fuzzy,0.1748340427875518,0.95,False,False,,,False,False
142,dataset_double_consonant_candidate,double_consonant_candidate,Автор увидел граматика и открыл точная дата утром.,Автор увидел грамматика и открыл точная дата утром.,граматика,грамматика,spelling,double_consonant_candidate,0.4595094621181488,0.84,False,False,,,True,True
142,dataset_double_consonant_candidate,double_consonant_candidate,Автор увидел граматика и открыл точная дата утром.,Автор увидел грамматика и открыл точная дата утром.,граматика,грамматик,spelling,dictionary_fuzzy,0.3207299411296844,0.95,False,False,,,False,False
143,dataset_double_consonant_candidate,double_consonant_candidate,"Эксперт отметил граматика, когда читал согласованный договор.","Эксперт отметил грамматика, когда читал согласованный договор.",граматика,грамматика,spelling,double_consonant_candidate,0.4966421127319336,0.84,False,False,,,True,True
143,dataset_double_consonant_candidate,double_consonant_candidate,"Эксперт отметил граматика, когда читал согласованный договор.","Эксперт отметил грамматика, когда читал согласованный договор.",граматика,грамматик,spelling,dictionary_fuzzy,0.3539929389953613,0.95,False,False,,,False,False
144,dataset_double_consonant_candidate,double_consonant_candidate,Команда внесла територия в готовый макет перед встречей.,Команда внесла территория в готовый макет перед встречей.,територия,территория,spelling,double_consonant_candidate,0.5059640407562256,0.84,False,False,,,True,True
144,dataset_double_consonant_candidate,double_consonant_candidate,Команда внесла територия в готовый макет перед встречей.,Команда внесла территория в готовый макет перед встречей.,територия,территории,spelling,dictionary_fuzzy,0.1883330196142196,0.95,False,False,,,False,False
145,dataset_double_consonant_candidate,double_consonant_candidate,Команда внесла комисия в письменный ответ перед встречей.,Команда внесла комиссия в письменный ответ перед встречей.,комисия,комиссия,spelling,double_consonant_candidate,0.5762069225311279,0.84,False,False,,,False,True
146,dataset_double_consonant_candidate,double_consonant_candidate,Автор увидел граматика и открыл новый порядок утром.,Автор увидел грамматика и открыл новый порядок утром.,граматика,грамматика,spelling,double_consonant_candidate,0.4788068532943725,0.84,False,False,,,True,True
146,dataset_double_consonant_candidate,double_consonant_candidate,Автор увидел граматика и открыл новый порядок утром.,Автор увидел грамматика и открыл новый порядок утром.,граматика,грамматик,spelling,dictionary_fuzzy,0.3378422260284424,0.95,False,False,,,False,False
147,dataset_n_nn_adjective,n_nn_adjective,Напыщеные домики стискивают углы зрения и формат ощущений.,Напыщенные домики стискивают углы зрения и формат ощущений.,Напыщеные,Напыщенные,spelling,double_consonant_candidate,0.6415534019470215,0.84,False,False,,,True,True
147,dataset_n_nn_adjective,n_nn_adjective,Напыщеные домики стискивают углы зрения и формат ощущений.,Напыщенные домики стискивают углы зрения и формат ощущений.,Напыщеные,Напущены,spelling,dictionary_fuzzy,0.6171275973320007,0.95,False,False,,,False,False
