source,target,category,rule_hint,origin
Автор торопился зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.,"Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.",dataset_comma_conjunction,comma_conjunction,short_dataset_v2
Автор торопился зато новый раздел сохранили вовремя. Позже служба отправила ответ.,"Автор торопился, зато новый раздел сохранили вовремя. Позже служба отправила ответ.",dataset_comma_conjunction,comma_conjunction,short_dataset_v2
Автор торопился зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.,"Автор торопился, зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.",dataset_comma_conjunction,comma_conjunction,short_dataset_v2
Автор торопился зато новый документ сохранили вовремя. Позже координатор закрыл заявку.,"Автор торопился, зато новый документ сохранили вовремя. Позже координатор закрыл заявку.",dataset_comma_conjunction,comma_conjunction,short_dataset_v2
План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.",dataset_comma_conjunction,comma_conjunction,short_dataset_v2
Следовательно плановая встреча нужно сохранить отдельно. Позже координатор закрыл заявку.,"Следовательно, плановая встреча нужно сохранить отдельно. Позже координатор закрыл заявку.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Возможно подробная справка будет готов утром. Вечером аналитик сверил письмо.,"Возможно, подробная справка будет готов утром. Вечером аналитик сверил письмо.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Конечно общий график требует проверки. Позже служба отправила ответ.,"Конечно, общий график требует проверки. Позже служба отправила ответ.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Возможно летняя проверка будет готов утром. Вечером автор проверил таблицу.,"Возможно, летняя проверка будет готов утром. Вечером автор проверил таблицу.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Кажется северный филиал уже лежит в архиве. Затем аналитик обновил запись.,"Кажется, северный филиал уже лежит в архиве. Затем аналитик обновил запись.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Кажется финальный список уже лежит в архиве. Вечером юрист сверил договор.,"Кажется, финальный список уже лежит в архиве. Вечером юрист сверил договор.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Например обновленный журнал можно отправить завтра. Утром автор закрыл вопрос.,"Например, обновленный журнал можно отправить завтра. Утром автор закрыл вопрос.",dataset_introductory_comma,introductory_comma,short_dataset_v2
Конечно новый документ требует проверки. Утром секретарь открыл папку.,"Конечно, новый документ требует проверки. Утром секретарь открыл папку.",dataset_introductory_comma,introductory_comma,short_dataset_v2
В списке есть и подписи и сроки. Вечером комиссия закрыла вопрос.,"В списке есть и подписи, и сроки. Вечером комиссия закрыла вопрос.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
Команда открыла и таблицу и сводку. Утром служба приняла заявку.,"Команда открыла и таблицу, и сводку. Утром служба приняла заявку.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
Команда открыла и таблицу и сводку. Позже редактор сверил список.,"Команда открыла и таблицу, и сводку. Позже редактор сверил список.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
Команда открыла и таблицу и сводку. После проверки аналитик принял сводку.,"Команда открыла и таблицу, и сводку. После проверки аналитик принял сводку.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
Команда открыла и таблицу и сводку. Затем аналитик обновил запись.,"Команда открыла и таблицу, и сводку. Затем аналитик обновил запись.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
Команда открыла и таблицу и сводку. Вечером секретарь отправил письмо.,"Команда открыла и таблицу, и сводку. Вечером секретарь отправил письмо.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
В архиве лежали и договоры и счета. Вечером группа обновила запись.,"В архиве лежали и договоры, и счета. Вечером группа обновила запись.",dataset_homogeneous_comma,homogeneous_comma,short_dataset_v2
В состав космодрома входят платформа Odyssey и сборочно-командное судно.,В состав космодрома входят платформа Odyssey и сборочно-командное судно.,clean_identity,clean_identity,short_dataset_v2
На Венецианском кинофестивале победили китайцы Китайская кинематография стала абсолютной победительницей 56-гоВенецианского международного кинофестиваля.,На Венецианском кинофестивале победили китайцы Китайская кинематография стала абсолютной победительницей 56-гоВенецианского международного кинофестиваля.,clean_identity,clean_identity,short_dataset_v2
"Сейсмологи предполагают, что в случае новых землетрясений наибольшие разрушения произойдут именно в районе разлома - на стыке больших платформ земной коры.","Сейсмологи предполагают, что в случае новых землетрясений наибольшие разрушения произойдут именно в районе разлома - на стыке больших платформ земной коры.",clean_identity,clean_identity,short_dataset_v2
В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,clean_identity,clean_identity,short_dataset_v2
"Правительство США, по мнению этих респондентов, должно разработать систему классификации информации в Сети.","Правительство США, по мнению этих респондентов, должно разработать систему классификации информации в Сети.",clean_identity,clean_identity,short_dataset_v2
"По информации ГУВД Москвы, ""проведенаполная проверка объектов жилого сектора столицы, нежилыхпомещений в жилых домах"", проверены все структуры, сдающие их в наем.","По информации ГУВД Москвы, ""проведенаполная проверка объектов жилого сектора столицы, нежилыхпомещений в жилых домах"", проверены все структуры, сдающие их в наем.",clean_identity,clean_identity,short_dataset_v2
Правительство Таджикистана создает агентство по решению проблемы Сарезского озера.,Правительство Таджикистана создает агентство по решению проблемы Сарезского озера.,clean_identity,clean_identity,short_dataset_v2
"По мнению психотерапевта, в Москве ""прогремел психологический взрыв, в каждом доме поселилась тревога"".","По мнению психотерапевта, в Москве ""прогремел психологический взрыв, в каждом доме поселилась тревога"".",clean_identity,clean_identity,short_dataset_v2
"На месте трагедии работают пожарные, спасатели, сотрудники милиции и ФСБ, бригады скорой помощи.","На месте трагедии работают пожарные, спасатели, сотрудники милиции и ФСБ, бригады скорой помощи.",clean_identity,clean_identity,short_dataset_v2
"В миссии военных наблюдателей ООН в Сухуми данный факт подтвердили, но отказались комментировать, заявив, что ситуация изучается.","В миссии военных наблюдателей ООН в Сухуми данный факт подтвердили, но отказались комментировать, заявив, что ситуация изучается.",clean_identity,clean_identity,short_dataset_v2
Погибли двое и ранены еще двое военнослужащих.,Погибли двое и ранены еще двое военнослужащих.,clean_identity,clean_identity,short_dataset_v2
"Нынешний сезон для мужского хора юбилейный, 20-й по счету.Его кульминацией станет гастрольный тур по России и странамБалтии, который состоится в октябре.","Нынешний сезон для мужского хора юбилейный, 20-й по счету.Его кульминацией станет гастрольный тур по России и странамБалтии, который состоится в октябре.",clean_identity,clean_identity,short_dataset_v2
Сотни жителей штата были спасаться бегством в укрытия.,Сотни жителей штата были спасаться бегством в укрытия.,clean_identity,clean_identity,short_dataset_v2
"По мнению Примакова, этими функциями может быть наделен и руководитель кабинета министров, и председатель одной из палат парламента.","По мнению Примакова, этими функциями может быть наделен и руководитель кабинета министров, и председатель одной из палат парламента.",clean_identity,clean_identity,short_dataset_v2
Он будет возглавлять КФОР вплоть до весны будущего года.,Он будет возглавлять КФОР вплоть до весны будущего года.,clean_identity,clean_identity,short_dataset_v2
Тем самым мировая наука еще на один шаг приблизилась к раскрытию генетического механизма возникновения и развития раковых заболеваний.,Тем самым мировая наука еще на один шаг приблизилась к раскрытию генетического механизма возникновения и развития раковых заболеваний.,clean_identity,clean_identity,short_dataset_v2
"По его словам, оперативная информация о положении в районе чечено-дагестанской административной границы поступает к нему непрерывно.","По его словам, оперативная информация о положении в районе чечено-дагестанской административной границы поступает к нему непрерывно.",clean_identity,clean_identity,short_dataset_v2
"4 сентября 1998 года на улице Пархоменко в Махачкале прогремел взрыв, в результате которого 18 человек погибли, 91 ранен, разрушено 28 домов.","4 сентября 1998 года на улице Пархоменко в Махачкале прогремел взрыв, в результате которого 18 человек погибли, 91 ранен, разрушено 28 домов.",clean_identity,clean_identity,short_dataset_v2
Однако эксперты не вправе осуществлять непосредственную проверку операций Центробанка.,Однако эксперты не вправе осуществлять непосредственную проверку операций Центробанка.,clean_identity,clean_identity,short_dataset_v2
На местной птицеферме стала появляться одноглазая птица.,На местной птицеферме стала появляться одноглазая птица.,clean_identity,clean_identity,short_dataset_v2
"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",clean_identity,clean_identity,short_dataset_v2
"У людей нет уверенности в том, что это не повторится.","У людей нет уверенности в том, что это не повторится.",clean_identity,clean_identity,short_dataset_v2
"Борис Ельцин указал, что как талантливый хозяйственник, решительный и ответственный руководитель Юрий Лужков пользуется неизменным доверием и уважением москвичей.","Борис Ельцин указал, что как талантливый хозяйственник, решительный и ответственный руководитель Юрий Лужков пользуется неизменным доверием и уважением москвичей.",clean_identity,clean_identity,short_dataset_v2
Им запрещено выходить в эфир до 16 сентября.,Им запрещено выходить в эфир до 16 сентября.,clean_identity,clean_identity,short_dataset_v2
Перед митингующими выступил президент Чечни АсланМасхадов.,Перед митингующими выступил президент Чечни АсланМасхадов.,clean_identity,clean_identity,short_dataset_v2
Во всех православных храмах сегодня будут совершены панихиды по погибшим от взрывов жилых домов в Москве и Буйнакске.,Во всех православных храмах сегодня будут совершены панихиды по погибшим от взрывов жилых домов в Москве и Буйнакске.,clean_identity,clean_identity,short_dataset_v2
Ураган Флойд: погибло 17 человек Тропический ураган Флойд пронесся почти по всему восточному побережью США.,Ураган Флойд: погибло 17 человек Тропический ураган Флойд пронесся почти по всему восточному побережью США.,clean_identity,clean_identity,short_dataset_v2
"Netscape обещает выпуск нового броузера, не называя конкретных сроков.","Netscape обещает выпуск нового броузера, не называя конкретных сроков.",clean_identity,clean_identity,short_dataset_v2
"В среду президент России подписал указ об освобождении Задорнова по его просьбе от этой должности ""в связи с переходом на другую работу"".","В среду президент России подписал указ об освобождении Задорнова по его просьбе от этой должности ""в связи с переходом на другую работу"".",clean_identity,clean_identity,short_dataset_v2
"Он также сообщил, что сегодня ночьюустановлены и задержаны те, кто привозил взрывчатку в Москвупод видом сахарного песка.","Он также сообщил, что сегодня ночьюустановлены и задержаны те, кто привозил взрывчатку в Москвупод видом сахарного песка.",clean_identity,clean_identity,short_dataset_v2
Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,clean_identity,clean_identity,short_dataset_v2
"В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.","В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.",clean_identity,clean_identity,short_dataset_v2
"Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.",clean_identity,clean_identity,short_dataset_v2
"По его словам, пост спецпредставителя президента РФ не упраздняется.","По его словам, пост спецпредставителя президента РФ не упраздняется.",clean_identity,clean_identity,short_dataset_v2
На переговорах до сих пор так и не было достигнуто соглашение о составе новой гражданской организации вместо АОК.,На переговорах до сих пор так и не было достигнуто соглашение о составе новой гражданской организации вместо АОК.,clean_identity,clean_identity,short_dataset_v2
"По уточненным данным, в результате подрыва на минебронетранспортера правительственных войск в Чон-Алайском районеКиргизии, один офицер погиб и четверо военных ранены.","По уточненным данным, в результате подрыва на минебронетранспортера правительственных войск в Чон-Алайском районеКиргизии, один офицер погиб и четверо военных ранены.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Тем не менее они позаботились, чтобы круг участников виртуальных выборов не ограничивался постоянными читателями электронной версии НГ.","Тем не менее они позаботились, чтобы круг участников виртуальных выборов не ограничивался постоянными читателями электронной версии НГ.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Упавший самолет не взорвался, а просто развалился на части.","Упавший самолет не взорвался, а просто развалился на части.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Вчера в результате ожесточенного боя ими была выведена из строя боевая машина пехоты федеральных сил.,Вчера в результате ожесточенного боя ими была выведена из строя боевая машина пехоты федеральных сил.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Многие дома покрылись трещинами, некоторые опасно накренились.","Многие дома покрылись трещинами, некоторые опасно накренились.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Пострадавшие с огнестрельными ранениями доставлены в больницу.,Пострадавшие с огнестрельными ранениями доставлены в больницу.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Они закрыли железную дорогу и аэропорт.,Они закрыли железную дорогу и аэропорт.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
На месте трагедии сейчас работают 725 спасателей.,На месте трагедии сейчас работают 725 спасателей.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
Несколько фолиантов украдены из других европейских библиотек.,Несколько фолиантов украдены из других европейских библиотек.,clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.","И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"В это время перерегистрация временно зарегистрированных ""будет столь же жесткой"", заявила начальник Правового управления МВД России.","В это время перерегистрация временно зарегистрированных ""будет столь же жесткой"", заявила начальник Правового управления МВД России.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Полицейские провели арестованных через толпу репортеров, собравшихся в международном аэропорту Queen Alia.","Полицейские провели арестованных через толпу репортеров, собравшихся в международном аэропорту Queen Alia.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"На этой неделе у Сената США появилась новая горячая тема для дебатов, способная затмить собой скандал вокруг Bank of New York.","На этой неделе у Сената США появилась новая горячая тема для дебатов, способная затмить собой скандал вокруг Bank of New York.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Как сообщает BBC, многие производители программного обеспечения встретили новый процессор с энтузиазмом.","Как сообщает BBC, многие производители программного обеспечения встретили новый процессор с энтузиазмом.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Тем не менее, опасность для жизни пациентки все же неминовала.","Тем не менее, опасность для жизни пациентки все же неминовала.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).","Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"По мнению Александра Назарова, это предложение, скорее всего, будет принято.","По мнению Александра Назарова, это предложение, скорее всего, будет принято.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия.","По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Как сообщает ИТАР-ТАСС со ссылкой на пресс-центр мэрии города, 19 сентября в местную больницу поступил пациент с тяжелой формой гастроэнтерита.","Как сообщает ИТАР-ТАСС со ссылкой на пресс-центр мэрии города, 19 сентября в местную больницу поступил пациент с тяжелой формой гастроэнтерита.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"По мнению суда, акция в метро была предпринята для того, чтобы отвлечь внимание полиции от преступной деятельности секты.","По мнению суда, акция в метро была предпринята для того, чтобы отвлечь внимание полиции от преступной деятельности секты.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Как сообщает The Financial Times, ожидаемые продажи крюгерранда в 1999 году превысят 4 миллиона унций, что более чем в 4 раза превышает уровень продаж 1996 года.","Как сообщает The Financial Times, ожидаемые продажи крюгерранда в 1999 году превысят 4 миллиона унций, что более чем в 4 раза превышает уровень продаж 1996 года.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
"Не лишено интереса, что слияние банков не привело, как обычно, к сокращению рабочих мест или уменьшению количества филиалов.","Не лишено интереса, что слияние банков не привело, как обычно, к сокращению рабочих мест или уменьшению количества филиалов.",clean_hard_negative,clean_identity_hard_negative,short_dataset_v2
