taxonomy_key,domain,entry_type,title,orfogrammka_id,project_rule_ids,implementation_status,requires,executable,training_eligible,training_decision,training_reason,has_candidate_path,has_synthetic_support,has_hard_negative_support,has_validator_support,has_dictionary_support,has_syntax_support,has_morphology_support,has_ner_support,risk_level,production_ready_rule_ids,training_candidate_rule_ids,activation_stages,activation_exclusion_reasons
orthography_1_3_3_2,orthography,leaf_rule,"Буквенные сочетания «тс», «дс», «тц» и «дц»",1.3.3.2,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_3_3,orthography,leaf_rule,"Буквенные сочетания «тч», «стч», «дч» и «здч»",1.3.3.3,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_3_4,orthography,leaf_rule,Буквенное сочетание «тч»,1.3.3.4,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_3_5,orthography,leaf_rule,"Буквенные сочетания «сч», «зч», «жч» и «шч»",1.3.3.5,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_3_6,orthography,leaf_rule,"Буквенные сочетания «сш», «сж», «зш» и «зж»",1.3.3.6,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_3_7,orthography,leaf_rule,"Буквенные сочетания «жс», «шс», «чс» и «щс»",1.3.3.7,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_4,orthography,leaf_rule,Буквы «ч» и «ш» перед «н» и «т»,1.3.4,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_5,orthography,leaf_rule,Буква «г» в окончаниях «-ого» и «-его»,1.3.5,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,grammatical_endings_context requires dictionary-backed lexical and morphology support,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_pravila_upotrebleniya_bukv_pravopisanie_soglasnyh_dvoynye_soglasnye,orthography,group,Двойные согласные,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_1_3_6_1,orthography,leaf_rule,Двойные согласные на стыке приставки и корня,1.3.6.1,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_6_3,orthography,leaf_rule,Двойное н и двойное с на стыке производящей основы и суффикса,1.3.6.3,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_6_5,orthography,leaf_rule,Двойное «н» и одно «н» в суффиксах прилагательных и существительных,1.3.6.5,"[""n_nn_adjective""]",partial,"[""dictionary"", ""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""n_nn_adjective""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_1_3_6_6,orthography,leaf_rule,Двойное н и одно н в суффиксах страдательных причастий прошедшего времени и соотносительных с ними прилагательных,1.3.6.6,"[""n_nn_participle""]",partial,"[""dictionary"", ""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""n_nn_participle""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_1_3_6_7,orthography,leaf_rule,Двойное н и одно н в суффиксах страдательных причастий прошедшего времени и соотносительных с ними прилагательных,1.3.6.7,"[""n_nn_deverbal_adjective""]",partial,"[""dictionary"", ""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""n_nn_deverbal_adjective""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_1_3_6_8,orthography,leaf_rule,"Двойное н и одно н в словах, образованных от прилагательных и причастий",1.3.6.8,"[""n_nn_short_form""]",partial,"[""dictionary"", ""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""n_nn_short_form""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_1_3_6_9,orthography,leaf_rule,Двойные согласные в русских корнях,1.3.6.9,"[""double_consonant_candidate""]",model_required,"[""dictionary"", ""model""]",True,False,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,True,True,True,True,True,True,True,False,high,[],"[""double_consonant_candidate""]","[""validator_dependent""]","[""runtime_validator_supported""]"
orthography_1_3_6_10,orthography,leaf_rule,Двойные согласные в заимствованных корнях,1.3.6.10,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_6_11,orthography,leaf_rule,Двойные согласные после корня в заимствованных словах,1.3.6.11,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_6_12,orthography,leaf_rule,"Двойные согласные в словах, образованных от основ на две одинаковые согласные",1.3.6.12,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_1_3_6_13,orthography,leaf_rule,Двойные согласные при сокращении слов,1.3.6.13,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_pravila_upotrebleniya_nebukvennyh_znakov,orthography,group,Правила употребления небуквенных знаков,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_2_1,orthography,leaf_rule,Дефис,2.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_2_2,orthography,leaf_rule,Косая черта,2.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_2_3,orthography,leaf_rule,Апостроф,2.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya,orthography,group,"Правила слитного, дефисного и раздельного написания",,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo,orthography,group,Написание существительного,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen,orthography,group,Написание нарицательных имён,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_slitnoe_napisanie_naritsatelnyh_imen,orthography,group,Слитное написание нарицательных имён,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_1_1,orthography,leaf_rule,Слитное написание сложносокращенных слов,3.1.1.1.1,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_3_1_1_1_2,orthography,leaf_rule,Сложные существительные с соединительными гласными «о» и «е»,3.1.1.1.2,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_napisanie_naritsatelnyh_imen_cherez_defis,orthography,group,Написание нарицательных имён через дефис,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_1,orthography,leaf_rule,"Сочетания двух существительных, первая часть с самостоятельным склонением",3.1.1.2.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_2,orthography,leaf_rule,Сочетания с несклоняемыми существительными,3.1.1.2.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_3,orthography,leaf_rule,Дефисное написание существительных,3.1.1.2.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_4,orthography,leaf_rule,Сложные слова с несклоняемой первой частью в им. п. ед. ч. с нулевым окончанием,3.1.1.2.4,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_5,orthography,leaf_rule,"Слова с первыми частями «диско-», «макси-», «миди-», «мини-»",3.1.1.2.5,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_6,orthography,leaf_rule,Группы существительных с соединительными гласными,3.1.1.2.6,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_3_1_1_2_7,orthography,leaf_rule,"Группа слов, обозначающих должности и звания",3.1.1.2.7,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_8,orthography,leaf_rule,"Названия, имеющие форму словосочетаний со служебным словом",3.1.1.2.8,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_2_9,orthography,leaf_rule,Сочетания с префиксом «пол-»,3.1.1.2.9,"[""pol_polu_compounds""]",model_required,"[""dictionary"", ""model"", ""morphology""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,True,True,True,True,True,True,True,False,medium,[],"[""pol_polu_compounds""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_1_1_2_10,orthography,leaf_rule,"Существительные, образованные от пишущихся через дефис нарицательных",3.1.1.2.10,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_razdelnoe_napisanie_naritsatelnyh_imen,orthography,group,Раздельное написание нарицательных имён,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_1_4_1,orthography,leaf_rule,"Сочетания с приложениями и определениями, следующими после существительных",3.1.1.4.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_sobstvennye_imena_i_sostavnye_nazvaniya,orthography,group,Собственные имена и составные названия,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_1_2_2,orthography,leaf_rule,"Написание имён, псевдонимов, прозвищ, кличек через дефис",3.1.2.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo,orthography,group,Написание прилагательного,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_napisanie_prilagatelnogo_cherez_defis,orthography,group,Написание прилагательного через дефис,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_2_1_1,orthography,leaf_rule,"Прилагательные, образованные от существительных, пишущихся через дефис",3.2.1.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_2_1_2,orthography,leaf_rule,"Дефисное написание прилагательных, обозначающих оттенки качества",3.2.1.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_slitnoe_napisanie_prilagatelnogo,orthography,group,Слитное написание прилагательного,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_2_2_1,orthography,leaf_rule,"Прилагательные с первыми частями много-, мало-",3.2.2.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_2_2_2,orthography,leaf_rule,Прилагательные терминологического характера,3.2.2.2,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_3_2_2_5,orthography,leaf_rule,"Прилагательные, образованные из основ слов с подчинительным отношением",3.2.2.5,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_razdelnoe_napisanie_prilagatelnogo,orthography,group,Раздельное написание прилагательного,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_2_3_1,orthography,leaf_rule,Наречия и прилагательные или причастия,3.2.3.1,[],syntax_required,"[""dictionary"", ""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_mestoimennyh_slov,orthography,group,Написание местоименных слов,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_4_1,orthography,leaf_rule,Слитное написание местоименных слов,3.4.1,"[""context_to_zhe"", ""context_chto_by""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_to_zhe"", ""context_chto_by""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_4_2_1,orthography,leaf_rule,Местоименные слова с приставкой «кое- (кой-)»,3.4.2.1,"[""hyphen_koe_koy""]",candidate_only,"[""model""]",True,True,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",True,True,True,True,True,True,True,False,low,"[""hyphen_koe_koy""]","[""hyphen_koe_koy""]","[""production_ready""]","[""policy_decision_included""]"
orthography_3_4_2_2,orthography,leaf_rule,"Местоименные слова с постфиксами «-либо, -нибудь, -то»",3.4.2.2,"[""hyphen_particles""]",candidate_only,"[""model""]",True,True,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",True,True,True,True,True,True,True,False,low,"[""hyphen_particles""]","[""hyphen_particles""]","[""production_ready""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_mestoimennyh_slov_razdelnoe_napisanie_mestoimennyh_slov,orthography,group,Раздельное написание местоименных слов,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_4_3_2,orthography,leaf_rule,Сочетания с местоименными словами,3.4.3.2,"[""context_to_zhe"", ""context_chto_by""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_to_zhe"", ""context_chto_by""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy,orthography,group,Написание наречий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_slitnoe_napisanie_narechiy,orthography,group,Слитное написание наречий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_5_1_1,orthography,leaf_rule,"Наречия, образованные с помощью приставок от наречий",3.5.1.1,[],syntax_required,"[""dictionary"", ""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_2,orthography,leaf_rule,"Наречия, образованные от имён прилагательных",3.5.1.2,[],syntax_required,"[""dictionary"", ""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_3,orthography,leaf_rule,"Наречия, образованные от местоименных слов",3.5.1.3,[],syntax_required,"[""dictionary"", ""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_4,orthography,leaf_rule,"Наречия, образованные с помощью приставок «в», «на» от собирательных числительных",3.5.1.4,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_5,orthography,leaf_rule,Наречия с первой частью «впол-»,3.5.1.5,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_6,orthography,leaf_rule,Наречия с пространственным и временным значениями,3.5.1.6,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_1_7,orthography,leaf_rule,Слитное написание сочетаний с предлогами-приставками,3.5.1.7,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_razdelnoe_napisanie_narechiy,orthography,group,Раздельное написание наречий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_5_2_1,orthography,leaf_rule,Раздельное написание сочетаний с предлогами-приставками,3.5.2.1,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_2_2,orthography,leaf_rule,Наречные сочетания из предлога-приставки «с» и формы род. п. существительного на «-у (-а)»,3.5.2.2,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_2_3,orthography,leaf_rule,"Наречные сочетания предлогов-приставок «в», «с» со второй частью, начинающейся с гласных",3.5.2.3,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_2_4,orthography,leaf_rule,"Наречные сочетания, образованные повторением существительных или числительных с предлогом",3.5.2.4,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_2_5,orthography,leaf_rule,Наречные сочетания с существительным в разных падежах с предлогами,3.5.2.5,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_napisanie_narechiy_cherez_defis,orthography,group,Написание наречий через дефис,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_5_3_1,orthography,leaf_rule,Дефисное написание наречий,3.5.3.1,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_5_3_2,orthography,leaf_rule,"Наречия с приставкой «по-», оканчивающиеся на «-ому, -ему, -ски, -цки, -ьи»",3.5.3.2,"[""hyphen_po_adverbs""]",candidate_only,"[""model""]",True,False,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,True,True,True,True,True,True,True,False,high,[],"[""hyphen_po_adverbs""]","[""validator_dependent""]","[""runtime_validator_supported""]"
orthography_3_5_4,orthography,leaf_rule,Написание отрицательных наречий,3.5.4,"[""ne_adverb"", ""ne_predicative""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adverb"", ""ne_predicative""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,group,Написание служебных слов и междометий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_slitnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,group,Слитное написание служебных слов и междометий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_6_1_1,orthography,leaf_rule,Предлоги из предложно-падежных сочетаний,3.6.1.1,"[""context_vsledstvie"", ""context_nesmotrya""]",model_required,"[""model"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_vsledstvie"", ""context_nesmotrya""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_6_1_2,orthography,leaf_rule,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,3.6.1.2,"[""context_chto_by"", ""context_za_to"", ""context_vsledstvie"", ""context_nesmotrya""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_chto_by"", ""context_za_to"", ""context_vsledstvie"", ""context_nesmotrya""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_6_1_3,orthography,leaf_rule,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",3.6.1.3,"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]",model_required,"[""model"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_6_1_4,orthography,leaf_rule,Слитное написание междометий и звукоподражаний,3.6.1.4,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_napisanie_sluzhebnyh_slov_i_mezhdometiy_cherez_defis,orthography,group,Написание служебных слов и междометий через дефис,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
