taxonomy_key,domain,rule_id,training_decision,training_reason,activation_stage,production_ready,training_candidate,include,include_in_training,activation_exclusion_reason,has_candidate_path,has_synthetic_support,has_hard_negative_support,has_validator_support,requires,validator_probe_status,validator_probe_reason,validator_probe_passed_examples,validator_probe_example_count
punctuation_2_3,punctuation,consequence_dash,INCLUDE_AFTER_TRAINING,syntax eval support verified; candidate recall and hard-negative gates pass,needs_training,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_2_3,punctuation,asyndetic_dash,INCLUDE_AFTER_TRAINING,syntax eval support verified; candidate recall and hard-negative gates pass,needs_training,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_4_1,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_1,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_2,punctuation,homogeneous_comma,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_4_3,punctuation,comma_conjunction,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_4,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_4,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_5,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_5,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_7,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_4_8,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_8,punctuation,enumeration_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_10,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_10,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_11,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_11,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_14,punctuation,homogeneous_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_4_14,punctuation,enumeration_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_1_1_1,punctuation,detached_participial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_1_1_2,punctuation,detached_participial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_1_2,punctuation,detached_participial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_1_3,punctuation,detached_participial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_3,punctuation,apposition_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_1,punctuation,detached_adverbial_comma,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_5_4_2,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_3,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_5,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_6,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_7,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_8,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_9,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_4_10,punctuation,detached_adverbial_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_5,punctuation,clarification_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_6_2,punctuation,clarification_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_6_3,punctuation,clarification_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_8_1,punctuation,comparative_turnover_comma,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_5_8_3,punctuation,comparative_turnover_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_8_5,punctuation,comparative_turnover_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_8_6,punctuation,comparative_turnover_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_8_11,punctuation,comparative_turnover_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_5_8_12,punctuation,comparative_turnover_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_1_1,punctuation,introductory_comma,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_6_1_2,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_1_3,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_1_5,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_1_6,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_1_7,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_2_1,punctuation,address_comma,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_6_3,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_4,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_6_5,punctuation,introductory_comma,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_1_1,punctuation,comma_conjunction,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_7_1_2,punctuation,semicolon,INCLUDE_AFTER_TRAINING,syntax eval support verified; candidate recall and hard-negative gates pass,needs_training,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_7_2_1,punctuation,comma_subordinate,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_7_2_2,punctuation,comma_subordinate,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_2_3,punctuation,comma_subordinate,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_2_4_1,punctuation,comma_subordinate,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_2_4_2,punctuation,comma_subordinate,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_3_1,punctuation,asyndetic_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_3_1,punctuation,consequence_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_3_1,punctuation,explanation_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_7_3_1,punctuation,semicolon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_1,punctuation,direct_speech_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_8_1_1,punctuation,direct_speech_quotes,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_8_1_2,punctuation,direct_speech_dash,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_8_1_3,punctuation,direct_speech_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_3,punctuation,direct_speech_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_3,punctuation,direct_speech_quotes,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_4,punctuation,direct_speech_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_4,punctuation,direct_speech_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_4,punctuation,direct_speech_quotes,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_6,punctuation,direct_speech_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_6,punctuation,direct_speech_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_1_6,punctuation,direct_speech_quotes,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_2,punctuation,direct_speech_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_2,punctuation,direct_speech_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_8_2,punctuation,direct_speech_quotes,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_1,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_2,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_3,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_4,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_5,punctuation,bracket_pair_balance,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_6,punctuation,quote_open,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,False,False,False,BLOCK_METADATA_ONLY,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_6,punctuation,quote_close,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,False,False,False,BLOCK_METADATA_ONLY,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_6,punctuation,quote_pair_balance,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_9_8,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_10_1,punctuation,explanation_colon,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_11_6,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model""]",,,0,0
