row_index,split,source_type,rule_id,source,target,detected_family,expected_family,alignment_pass,reason
24845,train,synthetic_augmented_from_open_clean,comma_subordinate,"Он предупреждает что угроза нападения со стороны северного соседа [КНДР] станет более реальной, поскольку Сеулу будет все сложнее формировать армию.","Он предупреждает, что угроза нападения со стороны северного соседа [КНДР] станет более реальной, поскольку Сеулу будет все сложнее формировать армию.",subordinate_clause,subordinate_clause,True,ok
24846,train,synthetic_augmented_from_open_clean,comma_subordinate,Прокурор Парижа заявил что мотивы мужчины пока не ясны.,"Прокурор Парижа заявил, что мотивы мужчины пока не ясны.",subordinate_clause,subordinate_clause,True,ok
24865,train,synthetic_augmented_from_open_clean,comma_conjunction,"В Алтайском крае отобраны пробы воды из реки Бия, в которую впадает река Каракокша а также реки Обь в районе Барнаула.","В Алтайском крае отобраны пробы воды из реки Бия, в которую впадает река Каракокша, а также реки Обь в районе Барнаула.",coordinating_conjunction,coordinating_conjunction,True,ok
24880,train,synthetic_augmented_from_open_clean,comma_subordinate,В МИД сообщили что достигнуто взаимопонимание о проведении следующего переговорного раунда 23 мая этого года в Багдаде.,"В МИД сообщили, что достигнуто взаимопонимание о проведении следующего переговорного раунда 23 мая этого года в Багдаде.",subordinate_clause,subordinate_clause,True,ok
24896,train,synthetic_augmented_from_open_clean,comma_subordinate,"""Сегодня имеются все правовые основания для того чтобы Юрий Скуратов приступил к исполнению своих обязанностей"" - заявил журналистам по окончании Мосгосуда адвокат Скуратова Андрей Похмелкин.","""Сегодня имеются все правовые основания для того, чтобы Юрий Скуратов приступил к исполнению своих обязанностей"" - заявил журналистам по окончании Мосгосуда адвокат Скуратова Андрей Похмелкин.",subordinate_clause,subordinate_clause,True,ok
24929,train,synthetic_augmented_from_open_clean,comma_subordinate,"Он выдвинул ящик и увидел что «покойник» воскрес, дрожит от холода и просит одеяло.","Он выдвинул ящик и увидел, что «покойник» воскрес, дрожит от холода и просит одеяло.",subordinate_clause,subordinate_clause,True,ok
24960,train,synthetic_augmented_from_open_clean,comma_subordinate,Владельцы казино уверены что из-за такого закона они просто обанкротятся.,"Владельцы казино уверены, что из-за такого закона они просто обанкротятся.",subordinate_clause,subordinate_clause,True,ok
25011,train,synthetic_augmented_from_open_clean,comma_subordinate,"Также сообщается что Китай построил на острове Нинбо в провинции Чжэцзян - всего в 500 километрах севернее Тайваня - глубоководный причал, где будут базироваться ""Ханчжоу"" и ""Фужоу"".","Также сообщается, что Китай построил на острове Нинбо в провинции Чжэцзян - всего в 500 километрах севернее Тайваня - глубоководный причал, где будут базироваться ""Ханчжоу"" и ""Фужоу"".",subordinate_clause,subordinate_clause,True,ok
25172,train,synthetic_augmented_from_open_clean,comma_conjunction,Мужчина пытался выбраться сам но лед под его тяжестью ломался.,"Мужчина пытался выбраться сам, но лед под его тяжестью ломался.",coordinating_conjunction,coordinating_conjunction,True,ok
25181,train,synthetic_augmented_from_open_clean,comma_conjunction,"Кроме того, участники международного консорциума говорили о возможности подъема атомохода ""Курск"" в 2002 году а российская сторона была настроена провести все работы этим летом.","Кроме того, участники международного консорциума говорили о возможности подъема атомохода ""Курск"" в 2002 году, а российская сторона была настроена провести все работы этим летом.",coordinating_conjunction,coordinating_conjunction,True,ok
25241,train,synthetic_augmented_from_open_clean,comma_conjunction,"На кадрах, снятых возле кафе «Денди» видно, как мужчина в темной одежде выталкивает молодого человека из заведения, бросает его на асфальт а затем стреляет.","На кадрах, снятых возле кафе «Денди» видно, как мужчина в темной одежде выталкивает молодого человека из заведения, бросает его на асфальт, а затем стреляет.",comparative_turnover,coordinating_conjunction,True,ok
25273,train,synthetic_augmented_from_open_clean,comma_subordinate,"Среди тех, кто отказывается участвовать в выборах президента, чаще всего не верят результатам голосования и прогнозируют что они будут сфальсифицированы.","Среди тех, кто отказывается участвовать в выборах президента, чаще всего не верят результатам голосования и прогнозируют, что они будут сфальсифицированы.",subordinate_clause,subordinate_clause,True,ok
25279,train,synthetic_augmented_from_open_clean,comma_subordinate,"Однако дальше координатор заявила что пришедшие на свадьбу девушки не должны быть накрашены, а из причесок разрешены только конский хвост и пучок.","Однако дальше координатор заявила, что пришедшие на свадьбу девушки не должны быть накрашены, а из причесок разрешены только конский хвост и пучок.",subordinate_clause,subordinate_clause,True,ok
25351,train,synthetic_augmented_from_open_clean,comma_subordinate,А также несмотря на то что эти квартиры общие.,"А также несмотря на то, что эти квартиры общие.",subordinate_clause,subordinate_clause,True,ok
25444,train,synthetic_augmented_from_open_clean,comma_conjunction,"Позже Титова перевели в ""Матросскую тишину"" а затем в Лефортовский СИЗО.","Позже Титова перевели в ""Матросскую тишину"", а затем в Лефортовский СИЗО.",coordinating_conjunction,coordinating_conjunction,True,ok
25466,train,synthetic_augmented_from_open_clean,comma_subordinate,"Сотрудники преюта знали что собаки плохо реагируют на фейерверки, поэтому держали их взаперти в разгар праздника.","Сотрудники приюта знали, что собаки плохо реагируют на фейерверки, поэтому держали их взаперти в разгар праздника.",subordinate_clause,subordinate_clause,True,ok
25483,train,synthetic_augmented_from_open_clean,comma_conjunction,Тот сначала дал согласие но затем передумал и сообщил о готовящемся преступлении в правоохранительные органы.,"Тот сначала дал согласие, но затем передумал и сообщил о готовящемся преступлении в правоохранительные органы.",coordinating_conjunction,coordinating_conjunction,True,ok
25559,train,synthetic_augmented_from_open_clean,comma_conjunction,"Просто — мужчина, не безобразный, вполне приличный, не особенно умный но и не глупый.","Просто — мужчина, не безобразный, вполне приличный, не особенно умный, но и не глупый.",coordinating_conjunction,coordinating_conjunction,True,ok
25602,train,synthetic_augmented_from_open_clean,comma_conjunction,"Увидев это, женщина попыталась освободить свою собаку но безрезультатно.","Увидев это, женщина попыталась освободить свою собаку, но безрезультатно.",coordinating_conjunction,coordinating_conjunction,True,ok
25632,train,synthetic_augmented_from_open_clean,comma_subordinate,Еще 18% считают что министр не справлялся со своими обязанностями.,"Еще 18% считают, что министр не справлялся со своими обязанностями.",subordinate_clause,subordinate_clause,True,ok
25664,train,synthetic_augmented_from_open_clean,comma_conjunction,"По его словам, мальчик и раньше уходил из дома но мама в полицию не обращалась.","По его словам, мальчик и раньше уходил из дома, но мама в полицию не обращалась.",coordinating_conjunction,coordinating_conjunction,True,ok
25811,train,synthetic_augmented_from_open_clean,comma_conjunction,На место прибыли все оперативные службы а также бригада кинологов с собаками.,"На место прибыли все оперативные службы, а также бригада кинологов с собаками.",coordinating_conjunction,coordinating_conjunction,True,ok
25862,train,synthetic_augmented_from_open_clean,comma_conjunction,"Дорогие железные дороги Впрочем, главные проблемы на железной дороге были вызваны не дефицитом доступных вагонов а как раз наоборот - чрезмерным количеством подвижного состава в целом на ж/д сети.","Дорогие железные дороги Впрочем, главные проблемы на железной дороге были вызваны не дефицитом доступных вагонов, а как раз наоборот - чрезмерным количеством подвижного состава в целом на ж/д сети.",coordinating_conjunction,coordinating_conjunction,True,ok
25871,train,synthetic_augmented_from_open_clean,comma_subordinate,"По сообщению ""Эха Москвы"" сторонники закона утверждают что во всем цивилизованном мире такого рода заведения удалены из столиц.","По сообщению ""Эха Москвы"" сторонники закона утверждают, что во всем цивилизованном мире такого рода заведения удалены из столиц.",subordinate_clause,subordinate_clause,True,ok
25921,train,synthetic_augmented_from_open_clean,comma_subordinate,"Представитель компании сообщил также что BP Amoco и другие акционеры СИДАНКО не будут добиваться возврата в состав компании нефтедобывающего ОАО ""Кондпетролеум"", которое ранее было приобретено на аукционе ""ТНК-Нягань"".","Представитель компании сообщил также, что BP Amoco и другие акционеры СИДАНКО не будут добиваться возврата в состав компании нефтедобывающего ОАО ""Кондпетролеум"", которое ранее было приобретено на аукционе ""ТНК-Нягань"".",subordinate_clause,subordinate_clause,True,ok
25929,train,synthetic_augmented_from_open_clean,comma_subordinate,"Глава администрации территории ""Китай-город"" Виктор Анохин подчеркнул ""Эху Москвы"" что выделенных средств должно хватить на то, чтобы ""начать и завершить эти работы"".","Глава администрации территории ""Китай-город"" Виктор Анохин подчеркнул ""Эху Москвы"", что выделенных средств должно хватить на то, чтобы ""начать и завершить эти работы"".",subordinate_clause,subordinate_clause,True,ok
25997,train,synthetic_augmented_from_open_clean,comma_subordinate,Фанаты теннисистки выразили недовольство тем что слово «женщина» было написано в кавычках.,"Фанаты теннисистки выразили недовольство тем, что слово «женщина» было написано в кавычках.",subordinate_clause,subordinate_clause,True,ok
25998,train,synthetic_augmented_from_open_clean,comma_subordinate,"По его словам когда проходило опознание потерпевшим Духаниной, для нее в качестве статистов были приглашены светловолосые девушки, тогда как она сама темненькая.","По его словам, когда проходило опознание потерпевшим Духаниной, для нее в качестве статистов были приглашены светловолосые девушки, тогда как она сама темненькая.",subordinate_clause,subordinate_clause,True,ok
26004,train,synthetic_augmented_from_open_clean,comma_subordinate,"На вопрос о том, может ли амнистия по экономическим статьям УК РФ коснуться Ходорковского и Лебедева, глава совета ответил что вмененные им обвинения входят в сферу экономических преступлений.","На вопрос о том, может ли амнистия по экономическим статьям УК РФ коснуться Ходорковского и Лебедева, глава совета ответил, что вмененные им обвинения входят в сферу экономических преступлений.",subordinate_clause,subordinate_clause,True,ok
26005,train,synthetic_augmented_from_open_clean,comma_conjunction,"К примеру, поставил под впечатлением десятку по 10-балльной шкале а потом в поле зрения оказалось нечто более достойное, но шкала уже израсходована.","К примеру, поставил под впечатлением десятку по 10-балльной шкале, а потом в поле зрения оказалось нечто более достойное, но шкала уже израсходована.",coordinating_conjunction,coordinating_conjunction,True,ok
26022,train,synthetic_augmented_from_open_clean,comma_subordinate,"Наваррете недавно в интервью одной из венесуэльских газет заявил что У.Чавес, скорее всего, не проживет более двух лет, поскольку у него очень опасная форма рака - саркома.","Наваррете недавно в интервью одной из венесуэльских газет заявил, что У.Чавес, скорее всего, не проживет более двух лет, поскольку у него очень опасная форма рака - саркома.",subordinate_clause,subordinate_clause,True,ok
26085,train,synthetic_augmented_from_open_clean,comma_subordinate,Сотрудники полиции заявили что пострадавший им известен.,"Сотрудники полиции заявили, что пострадавший им известен.",subordinate_clause,subordinate_clause,True,ok
26145,train,synthetic_augmented_from_open_clean,comma_conjunction,"По сути, и вопросы можно разделить не по сложности и эффектности а по функциональности.","По сути, и вопросы можно разделить не по сложности и эффектности, а по функциональности.",coordinating_conjunction,coordinating_conjunction,True,ok
26241,train,synthetic_augmented_from_open_clean,comma_conjunction,Длина аппарата составляла всего 10 метров а диаметр — 50 сантиметров.,"Длина аппарата составляла всего 10 метров, а диаметр — 50 сантиметров.",coordinating_conjunction,coordinating_conjunction,True,ok
26286,train,synthetic_augmented_from_open_clean,comma_subordinate,"В свою очередь политолог Ольга Абрамова считает что ""власти выгоден отказ оппозиции от диалога"".","В свою очередь политолог Ольга Абрамова считает, что ""власти выгоден отказ оппозиции от диалога"".",subordinate_clause,subordinate_clause,True,ok
26303,train,synthetic_augmented_from_open_clean,comma_conjunction,Однако выбор болгар был сделанн в пользу не российского а американского BG.,"Однако выбор болгар был сделан в пользу не российского, а американского BG.",coordinating_conjunction,coordinating_conjunction,True,ok
26338,train,synthetic_augmented_from_open_clean,comma_conjunction,Жители дома из пострадавшего подъезда расселены по родственникам и знакомым а сами квартиры опечатаны.,"Жители дома из пострадавшего подъезда расселены по родственникам и знакомым, а сами квартиры опечатаны.",coordinating_conjunction,coordinating_conjunction,True,ok
26379,train,synthetic_augmented_from_open_clean,comma_conjunction,Тем временем российские посольства в Вашынгтоне и Берне а также генконсульство в Нью-Йорке продолжают активную работу по освобождению Бородина.,"Тем временем российские посольства в Вашингтоне и Берне, а также генконсульство в Нью-Йорке продолжают активную работу по освобождению Бородина.",coordinating_conjunction,coordinating_conjunction,True,ok
26383,train,synthetic_augmented_from_open_clean,comma_conjunction,"В этот раз торги проводились не ""вживую"" а через Интернет.","В этот раз торги проводились не ""вживую"", а через Интернет.",coordinating_conjunction,coordinating_conjunction,True,ok
26395,train,synthetic_augmented_from_open_clean,comma_conjunction,Марокканский самолет двигался вдоль терминала а турецкий лайнер ожыдал посадки пассажиров у выхода.,"Марокканский самолет двигался вдоль терминала, а турецкий лайнер ожидал посадки пассажиров у выхода.",coordinating_conjunction,coordinating_conjunction,True,ok
26439,train,synthetic_augmented_from_open_clean,comma_subordinate,"Согласно законопроекту если человек написал заявление об отказе от гражданства Украины, этого достаточного, чтобы перестать считать его украинским гражданином.","Согласно законопроекту, если человек написал заявление об отказе от гражданства Украины, этого достаточного, чтобы перестать считать его украинским гражданином.",subordinate_clause,subordinate_clause,True,ok
26493,train,synthetic_augmented_from_open_clean,comma_conjunction,"6 мая оппозиция планировала провести шествие ""марш миллионов"" а затем митинг на Болотной площади в Москве.","6 мая оппозиция планировала провести шествие ""марш миллионов"", а затем митинг на Болотной площади в Москве.",coordinating_conjunction,coordinating_conjunction,True,ok
26534,train,synthetic_augmented_from_open_clean,comma_subordinate,"Напомним что в результате вчерашнего урагана в Москве погиб один человек.Трагедия произошла в Зеленограде, где на строительной площадке ветром повалило два башенных крана.","Напомним, что в результате вчерашнего урагана в Москве погиб один человек.Трагедия произошла в Зеленограде, где на строительной площадке ветром повалило два башенных крана.",subordinate_clause,subordinate_clause,True,ok
26542,train,synthetic_augmented_from_open_clean,comma_conjunction,"Под воздействием горячей воды кровеносные сосуды, особенно капилляры кожи, расширяются а холодная вода сужает их.","Под воздействием горячей воды кровеносные сосуды, особенно капилляры кожи, расширяются, а холодная вода сужает их.",coordinating_conjunction,coordinating_conjunction,True,ok
26590,train,synthetic_augmented_from_open_clean,comma_subordinate,"Ему прописали таблетки для похудения, и мать считает что именно из-за них мальчик стал вялым и совсем перестал двигаться.","Ему прописали таблетки для похудения, и мать считает, что именно из-за них мальчик стал вялым и совсем перестал двигаться.",subordinate_clause,subordinate_clause,True,ok
26728,train,synthetic_augmented_from_open_clean,comma_subordinate,"В воскресенье глава российского государства на встрече с координационной комиссией МОК в Красной Поляне сказал что в России ""заинтересованы в максимально строгом, детальном аудите"" строящихся олимпийских объектов.","В воскресенье глава российского государства на встрече с координационной комиссией МОК в Красной Поляне сказал, что в России ""заинтересованы в максимально строгом, детальном аудите"" строящихся олимпийских объектов.",subordinate_clause,subordinate_clause,True,ok
26731,train,synthetic_augmented_from_open_clean,comma_conjunction,Один из проходивших мимо хулиганов сперва плюнул в лицо бывшему ученику Гордона а потом попытался нанести удар.,"Один из проходивших мимо хулиганов сперва плюнул в лицо бывшему ученику Гордона, а потом попытался нанести удар.",coordinating_conjunction,coordinating_conjunction,True,ok
26738,train,synthetic_augmented_from_open_clean,comma_conjunction,"Сначала Сергей Горохов из Владикавказа изящно протолкнул мяч мимо вратаря соперников а затем, после розыгрыша углового, цели достиг великолепный удар с лета волгоградца Романа Романова.","Сначала Сергей Горохов из Владикавказа изящно протолкнул мяч мимо вратаря соперников, а затем, после розыгрыша углового, цели достиг великолепный удар с лета волгоградца Романа Романова.",coordinating_conjunction,coordinating_conjunction,True,ok
26739,train,synthetic_augmented_from_open_clean,comma_conjunction,Luxe Holdings подавал в Лондонский суд на Midland а об аресте пакета акций «Запорожстали» объявлял лично украинский президент Виктор Янукович.,"Luxe Holdings подавал в Лондонский суд на Midland, а об аресте пакета акций «Запорожстали» объявлял лично украинский президент Виктор Янукович.",coordinating_conjunction,coordinating_conjunction,True,ok
26753,train,synthetic_augmented_from_open_clean,comma_subordinate,Посол Молдавии отметил что сегодня республика занимает первое место по поставкам виноградных вин в Россию и занимает седьмое место по их производству в мире.,"Посол Молдавии отметил, что сегодня республика занимает первое место по поставкам виноградных вин в Россию и занимает седьмое место по их производству в мире.",subordinate_clause,subordinate_clause,True,ok
26833,train,synthetic_augmented_from_open_clean,comma_conjunction,"По мнению Илюхина, действия его бывшего соратника продиктованы не интересами народа а личными интересами.","По мнению Илюхина, действия его бывшего соратника продиктованы не интересами народа, а личными интересами.",coordinating_conjunction,coordinating_conjunction,True,ok
26883,train,synthetic_augmented_from_open_clean,comma_conjunction,"Не знаю, есть ли у меня лицензия на офис но в любом случае хотелось бы альтернатив — много лет я вижу в MS Office исключительно платформу для собирания денег за апгрейд старых версий.","Не знаю, есть ли у меня лицензия на офис, но в любом случае хотелось бы альтернатив — много лет я вижу в MS Office исключительно платформу для собирания денег за апгрейд старых версий.",coordinating_conjunction,coordinating_conjunction,True,ok
26984,train,synthetic_augmented_from_open_clean,comma_subordinate,"Министр рассказал что медперсонал посещают тренинги по работе в чрезвычайных ситуациях, в том числе в ДТП.","Министр рассказал, что медперсонал посещают тренинги по работе в чрезвычайных ситуациях, в том числе в ДТП.",subordinate_clause,subordinate_clause,True,ok
27021,train,synthetic_augmented_from_open_clean,comma_subordinate,"В заявлении пожарной службы в четверг отмечалось что огонь угрожает именно Урануполису, а не горе Афон.","В заявлении пожарной службы в четверг отмечалось, что огонь угрожает именно Урануполису, а не горе Афон.",subordinate_clause,subordinate_clause,True,ok
27043,train,synthetic_augmented_from_open_clean,comma_subordinate,"На демонстрации раннего прототипа Windows 8 1 июня 2011 года на конференции D9 стало ясно что в системе планируется использовать интерфейс Metro UI, заимствованный у платформы для смартфонов Windows Phone.","На демонстрации раннего прототипа Windows 8 1 июня 2011 года на конференции D9 стало ясно, что в системе планируется использовать интерфейс Metro UI, заимствованный у платформы для смартфонов Windows Phone.",subordinate_clause,subordinate_clause,True,ok
27057,train,synthetic_augmented_from_open_clean,comma_conjunction,В Киеве это назвали актом агрессии а в Москве — провокацыей.,"В Киеве это назвали актом агрессии, а в Москве — провокацией.",coordinating_conjunction,coordinating_conjunction,True,ok
27059,train,synthetic_augmented_from_open_clean,comma_subordinate,"Телеканал NBC News прервал шоу America's Got Talent чтобы сообщить о смерти сенатора Джона Маккейна, после чего продолжил эфир.","Телеканал NBC News прервал шоу America's Got Talent, чтобы сообщить о смерти сенатора Джона Маккейна, после чего продолжил эфир.",subordinate_clause,subordinate_clause,True,ok
27064,train,synthetic_augmented_from_open_clean,comma_conjunction,"На первом этапе - 2000-2001 годы - предполагается отменить налоги на содержание жилищного фонда, на пользование автомобильными дорогами а также ввести единую ставку подоходного налога в размере 13 процентов.","На первом этапе - 2000-2001 годы - предполагается отменить налоги на содержание жилищного фонда, на пользование автомобильными дорогами, а также ввести единую ставку подоходного налога в размере 13 процентов.",coordinating_conjunction,coordinating_conjunction,True,ok
27078,train,synthetic_augmented_from_open_clean,comma_subordinate,Источник в МВД Францыи сообщил что погибли две женщины.,"Источник в МВД Франции сообщил, что погибли две женщины.",subordinate_clause,subordinate_clause,True,ok
27091,train,synthetic_augmented_from_open_clean,comma_subordinate,"Достаточно вспомнить что «рождественский террорист», пытавшийся взорвать американский авиалайнер накануне Нового года, — выходец из Нигерии.","Достаточно вспомнить, что «рождественский террорист», пытавшийся взорвать американский авиалайнер накануне Нового года, — выходец из Нигерии.",subordinate_clause,subordinate_clause,True,ok
27109,train,synthetic_augmented_from_open_clean,comma_subordinate,Черномырдин будет судиться с Джорджем Бушем-младшим Виктор Черномырдин не исключил что он обратится в суд в связи с высказыванием в его адрес кандидата на пост президента США Джорджа Буша-младшего в ходе теледебатов.,"Черномырдин будет судиться с Джорджем Бушем-младшим Виктор Черномырдин не исключил, что он обратится в суд в связи с высказыванием в его адрес кандидата на пост президента США Джорджа Буша-младшего в ходе теледебатов.",subordinate_clause,subordinate_clause,True,ok
27124,train,synthetic_augmented_from_open_clean,comma_conjunction,"Татаренков тоже обвинил Быкова в убийствах но так как Быков тогда баллотировался в депутаты Госдумы, эти слова были восприняты как желание сорвать предвыборную кампанию бизнесмена.","Татаренков тоже обвинил Быкова в убийствах, но так как Быков тогда баллотировался в депутаты Госдумы, эти слова были восприняты как желание сорвать предвыборную кампанию бизнесмена.",coordinating_conjunction,coordinating_conjunction,True,ok
27239,train,synthetic_augmented_from_open_clean,comma_subordinate,Он добавил что намерен лично обратиться в центральный орган исполнительной власти в отрасли здравоохранения с просьбой рассмотреть вопрос относительно сроков дальнейшего пребывания пациентки Тимошенко в больнице.,"Он добавил, что намерен лично обратиться в центральный орган исполнительной власти в отрасли здравоохранения с просьбой рассмотреть вопрос относительно сроков дальнейшего пребывания пациентки Тимошенко в больнице.",subordinate_clause,subordinate_clause,True,ok
27254,train,synthetic_augmented_from_open_clean,comma_conjunction,Полиция занялась расследованием этого случая но никаких обвинений против школьницы еще не выдвинуто.,"Полиция занялась расследованием этого случая, но никаких обвинений против школьницы еще не выдвинуто.",coordinating_conjunction,coordinating_conjunction,True,ok
27270,train,synthetic_augmented_from_open_clean,comma_subordinate,Г-н Браубургер подчеркнул что большинство из этих фотографий никогда ранее не публиковались.,"Г-н Браубургер подчеркнул, что большинство из этих фотографий никогда ранее не публиковались.",subordinate_clause,subordinate_clause,True,ok
27277,train,synthetic_augmented_from_open_clean,comma_conjunction,"Со стороны США в них принимают участие около 200 военнослужащих а также, кроме F-15C/D Eagle, военно-транспортные самолеты C-130 Hercules.","Со стороны США в них принимают участие около 200 военнослужащих, а также, кроме F-15C/D Eagle, военно-транспортные самолеты C-130 Hercules.",coordinating_conjunction,coordinating_conjunction,True,ok
27337,train,synthetic_augmented_from_open_clean,comma_subordinate,А в 2007-м был случай когда сотрудники минской милиции задержали четверых хулиганов во время празднования Хэллоуина.,"А в 2007-м был случай, когда сотрудники минской милиции задержали четверых хулиганов во время празднования Хэллоуина.",subordinate_clause,subordinate_clause,True,ok
27383,train,synthetic_augmented_from_open_clean,comma_conjunction,"Как сообщил РИА ""Новости"" вице-губернатор области Борис Синченко, с полудня в субботу свет без ограничений подается в жилые дома а промышленные предприятия получат электричество в понедельник.","Как сообщил РИА ""Новости"" вице-губернатор области Борис Синченко, с полудня в субботу свет без ограничений подается в жилые дома, а промышленные предприятия получат электричество в понедельник.",coordinating_conjunction,coordinating_conjunction,True,ok
27495,train,synthetic_augmented_from_open_clean,comma_subordinate,Известнно что в субботу в Москве люди начали приносить цветы и свечи к посольству Белоруссии в память о Коновалове и Ковалеве.,"Известно, что в субботу в Москве люди начали приносить цветы и свечи к посольству Белоруссии в память о Коновалове и Ковалеве.",subordinate_clause,subordinate_clause,True,ok
27527,train,synthetic_augmented_from_open_clean,comma_subordinate,Напомним что военно-транспортный самолет врезался в гору в 25 километрах восточнее Батуми (Грузия).,"Напомним, что военно-транспортный самолет врезался в гору в 25 километрах восточнее Батуми (Грузия).",subordinate_clause,subordinate_clause,True,ok
27616,train,synthetic_augmented_from_open_clean,comma_subordinate,"Как он заявил, в основе уголовного дела лежит произошедшее 1 апреля когда оппозиция устраивала акцию возле Красной площади.","Как он заявил, в основе уголовного дела лежит произошедшее 1 апреля, когда оппозиция устраивала акцию возле Красной площади.",subordinate_clause,subordinate_clause,True,ok
27697,train,synthetic_augmented_from_open_clean,comma_subordinate,Ее последователи верят что Ковальску посещали видения и что у нее были скрытые стигматы - знак ее святости и пророческого дара.,"Ее последователи верят, что Ковальску посещали видения и что у нее были скрытые стигматы - знак ее святости и пророческого дара.",subordinate_clause,subordinate_clause,True,ok
27712,train,synthetic_augmented_from_open_clean,comma_subordinate,Министр подчеркнул что Коломбо по-прежнему ожидает от зарубежных стран содействия прекращению огня на севере Шри-Ланки.,"Министр подчеркнул, что Коломбо по-прежнему ожидает от зарубежных стран содействия прекращению огня на севере Шри-Ланки.",subordinate_clause,subordinate_clause,True,ok
27856,train,synthetic_augmented_from_open_clean,comma_conjunction,"Первый раунд уже прошел а второй запланирован на среду, 19 сентября.","Первый раунд уже прошел, а второй запланирован на среду, 19 сентября.",coordinating_conjunction,coordinating_conjunction,True,ok
27909,train,synthetic_augmented_from_open_clean,comma_subordinate,"Представитель военной прокуратуры подтвердил что, ""по предварительным данным, обнаруженные якобы боеприпасы оказались обычными болванками"".","Представитель военной прокуратуры подтвердил, что, ""по предварительным данным, обнаруженные якобы боеприпасы оказались обычными болванками"".",subordinate_clause,subordinate_clause,True,ok
27989,train,synthetic_augmented_from_open_clean,comma_subordinate,"В результате пожара произошли три взрыва - пожарные предполагают что взорвались канистры или баллоны, хранившиеся в гаражах.","В результате пожара произошли три взрыва - пожарные предполагают, что взорвались канистры или баллоны, хранившиеся в гаражах.",subordinate_clause,subordinate_clause,True,ok
28001,train,synthetic_augmented_from_open_clean,comma_conjunction,"Так, теломеры «старели» на 0,34-3,67 года а эпигенетический восраст увеличивался на 0,29–0,63 года.","Так, теломеры «старели» на 0,34-3,67 года, а эпигенетический возраст увеличивался на 0,29–0,63 года.",coordinating_conjunction,coordinating_conjunction,True,ok
28032,train,synthetic_augmented_from_open_clean,comma_conjunction,"Выполнив задание, он пошел на посадку но на высоте около километра резко накренился, затем вошол в пике и упал в реку Ахтуба.","Выполнив задание, он пошел на посадку, но на высоте около километра резко накренился, затем вошел в пике и упал в реку Ахтуба.",coordinating_conjunction,coordinating_conjunction,True,ok
