row_index,rule_id,reason,source,target
1481,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Вечером группа согласовала срок.,Редактор поступил так же как автор. Вечером группа согласовала срок.
1482,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Затем отдел отправил письмо.,Он сделал так же как коллега. Затем отдел отправил письмо.
1483,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Позже автор поправил заголовок.,Редактор поступил так же как автор. Позже автор поправил заголовок.
1484,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Утром команда сверила список.,Он сделал так же как коллега. Утром команда сверила список.
1485,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. После совещания документ приняли.,Редактор поступил так же как автор. После совещания документ приняли.
1486,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Вечером сотрудник закрыл заявку.,Он сделал так же как коллега. Вечером сотрудник закрыл заявку.
1487,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Затем редактор сохранил таблицу.,Редактор поступил так же как автор. Затем редактор сохранил таблицу.
1488,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Позже руководитель уточнил адрес.,Он сделал так же как коллега. Позже руководитель уточнил адрес.
1489,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Утром специалист открыл журнал.,Редактор поступил так же как автор. Утром специалист открыл журнал.
1490,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. После проверки данные совпали.,Он сделал так же как коллега. После проверки данные совпали.
1491,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Вечером служба передала копию.,Редактор поступил так же как автор. Вечером служба передала копию.
1492,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Затем автор подписал лист.,Он сделал так же как коллега. Затем автор подписал лист.
1493,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Позже комиссия вернула письмо.,Редактор поступил так же как автор. Позже комиссия вернула письмо.
1494,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Утром отдел принял заявку.,Он сделал так же как коллега. Утром отдел принял заявку.
1495,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. После обеда секретарь внес дату.,Редактор поступил так же как автор. После обеда секретарь внес дату.
1496,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Вечером редактор проверил список.,Он сделал так же как коллега. Вечером редактор проверил список.
1497,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Затем курьер доставил пакет.,Редактор поступил так же как автор. Затем курьер доставил пакет.
1498,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Позже аналитик сверил отчет.,Он сделал так же как коллега. Позже аналитик сверил отчет.
1499,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Утром группа открыла архив.,Редактор поступил так же как автор. Утром группа открыла архив.
1500,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. После встречи автор добавил подпись.,Он сделал так же как коллега. После встречи автор добавил подпись.
1501,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Вечером отдел закрыл вопрос.,Редактор поступил так же как автор. Вечером отдел закрыл вопрос.
1502,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Затем специалист отправил ответ.,Он сделал так же как коллега. Затем специалист отправил ответ.
1503,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Позже секретарь подготовил копию.,Редактор поступил так же как автор. Позже секретарь подготовил копию.
1504,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Утром редактор проверил адрес.,Он сделал так же как коллега. Утром редактор проверил адрес.
1505,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. После звонка комиссия ждала письмо.,Редактор поступил так же как автор. После звонка комиссия ждала письмо.
1506,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Вечером автор уточнил срок.,Он сделал так же как коллега. Вечером автор уточнил срок.
1507,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Затем отдел сохранил файл.,Редактор поступил так же как автор. Затем отдел сохранил файл.
1508,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Позже группа приняла решение.,Он сделал так же как коллега. Позже группа приняла решение.
1509,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Утром служба сверила данные.,Редактор поступил так же как автор. Утром служба сверила данные.
1510,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. После совещания секретарь закрыл папку.,Он сделал так же как коллега. После совещания секретарь закрыл папку.
1511,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Вечером специалист обновил запись.,Редактор поступил так же как автор. Вечером специалист обновил запись.
1512,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Затем редактор передал копию.,Он сделал так же как коллега. Затем редактор передал копию.
1513,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Позже автор открыл таблицу.,Редактор поступил так же как автор. Позже автор открыл таблицу.
1514,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Утром комиссия согласовала дату.,Он сделал так же как коллега. Утром комиссия согласовала дату.
1515,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. После проверки отдел отправил ответ.,Редактор поступил так же как автор. После проверки отдел отправил ответ.
1516,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Вечером секретарь внес подпись.,Он сделал так же как коллега. Вечером секретарь внес подпись.
1517,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Затем группа закрыла журнал.,Редактор поступил так же как автор. Затем группа закрыла журнал.
1518,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Позже служба уточнила маршрут.,Он сделал так же как коллега. Позже служба уточнила маршрут.
1519,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Утром аналитик проверил сводку.,Редактор поступил так же как автор. Утром аналитик проверил сводку.
1520,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. После обеда редактор принял письмо.,Он сделал так же как коллега. После обеда редактор принял письмо.
1521,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Вечером отдел обновил список.,Редактор поступил так же как автор. Вечером отдел обновил список.
1522,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Затем автор сохранил документ.,Он сделал так же как коллега. Затем автор сохранил документ.
1523,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Позже комиссия открыла протокол.,Редактор поступил так же как автор. Позже комиссия открыла протокол.
1524,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Утром секретарь отправил копию.,Он сделал так же как коллега. Утром секретарь отправил копию.
1525,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. После звонка специалист уточнил срок.,Редактор поступил так же как автор. После звонка специалист уточнил срок.
1526,context_tak_zhe,strict_validator_rejected,Он сделал также как коллега. Вечером группа сверила даты.,Он сделал так же как коллега. Вечером группа сверила даты.
1527,context_tak_zhe,strict_validator_rejected,Редактор поступил также как автор. Затем отдел принял письмо.,Редактор поступил так же как автор. Затем отдел принял письмо.
1528,context_to_zhe,strict_validator_rejected,В свою очередь разозленные китайцы штурмовали американское представительство в Пекине и то же нанесли ему значительный ущерб.,В свою очередь разозленные китайцы штурмовали американское представительство в Пекине и тоже нанесли ему значительный ущерб.
1529,context_to_zhe,strict_validator_rejected,"В тоже время и руководство ФБР, и министерство юстиции продолжали настаивать: нет никаких свидетельств тому, что именно ФБР виновано в пожаре, повлекшем за собой гибель более 80 сектантов.","В то же время и руководство ФБР, и министерство юстиции продолжали настаивать: нет никаких свидетельств тому, что именно ФБР виновано в пожаре, повлекшем за собой гибель более 80 сектантов."
1530,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже редактор сохранил копию.,Я то же упражнение проверил утром. Позже редактор сохранил копию.
1531,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром комиссия вернулась к письму.,Он то же задание отправил вечером. Утром комиссия вернулась к письму.
1532,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После встречи файл остался в архиве.,Я то же упражнение проверил утром. После встречи файл остался в архиве.
1533,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером автор обновил сводку.,Он то же задание отправил вечером. Вечером автор обновил сводку.
1534,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем группа сверила подписи.,Я то же упражнение проверил утром. Затем группа сверила подписи.
1535,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже служба отправила ответ.,Он то же задание отправил вечером. Позже служба отправила ответ.
1536,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром секретарь открыл папку.,Я то же упражнение проверил утром. Утром секретарь открыл папку.
1537,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После проверки список закрыли.,Он то же задание отправил вечером. После проверки список закрыли.
1538,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером руководитель принял правки.,Я то же упражнение проверил утром. Вечером руководитель принял правки.
1539,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем аналитик обновил запись.,Он то же задание отправил вечером. Затем аналитик обновил запись.
1540,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже отдел уточнил дату.,Я то же упражнение проверил утром. Позже отдел уточнил дату.
1541,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром курьер принес копию.,Он то же задание отправил вечером. Утром курьер принес копию.
1542,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После обеда автор сверил данные.,Я то же упражнение проверил утром. После обеда автор сверил данные.
1543,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером секретарь закрыл журнал.,Он то же задание отправил вечером. Вечером секретарь закрыл журнал.
1544,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем комиссия перенесла встречу.,Я то же упражнение проверил утром. Затем комиссия перенесла встречу.
1545,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже архивариус обновил карточку.,Он то же задание отправил вечером. Позже архивариус обновил карточку.
1546,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром дежурный проверил подписи.,Я то же упражнение проверил утром. Утром дежурный проверил подписи.
1547,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После звонка редактор открыл файл.,Он то же задание отправил вечером. После звонка редактор открыл файл.
1548,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером группа согласовала срок.,Я то же упражнение проверил утром. Вечером группа согласовала срок.
1549,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем отдел отправил письмо.,Он то же задание отправил вечером. Затем отдел отправил письмо.
1550,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже автор поправил заголовок.,Я то же упражнение проверил утром. Позже автор поправил заголовок.
1551,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром команда сверила список.,Он то же задание отправил вечером. Утром команда сверила список.
1552,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После совещания документ приняли.,Я то же упражнение проверил утром. После совещания документ приняли.
1553,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером сотрудник закрыл заявку.,Он то же задание отправил вечером. Вечером сотрудник закрыл заявку.
1554,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем редактор сохранил таблицу.,Я то же упражнение проверил утром. Затем редактор сохранил таблицу.
1555,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже руководитель уточнил адрес.,Он то же задание отправил вечером. Позже руководитель уточнил адрес.
1556,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром специалист открыл журнал.,Я то же упражнение проверил утром. Утром специалист открыл журнал.
1557,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После проверки данные совпали.,Он то же задание отправил вечером. После проверки данные совпали.
1558,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером служба передала копию.,Я то же упражнение проверил утром. Вечером служба передала копию.
1559,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем автор подписал лист.,Он то же задание отправил вечером. Затем автор подписал лист.
1560,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже комиссия вернула письмо.,Я то же упражнение проверил утром. Позже комиссия вернула письмо.
1561,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром отдел принял заявку.,Он то же задание отправил вечером. Утром отдел принял заявку.
1562,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После обеда секретарь внес дату.,Я то же упражнение проверил утром. После обеда секретарь внес дату.
1563,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером редактор проверил список.,Он то же задание отправил вечером. Вечером редактор проверил список.
1564,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем курьер доставил пакет.,Я то же упражнение проверил утром. Затем курьер доставил пакет.
1565,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже аналитик сверил отчет.,Он то же задание отправил вечером. Позже аналитик сверил отчет.
1566,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром группа открыла архив.,Я то же упражнение проверил утром. Утром группа открыла архив.
1567,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После встречи автор добавил подпись.,Он то же задание отправил вечером. После встречи автор добавил подпись.
1568,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером отдел закрыл вопрос.,Я то же упражнение проверил утром. Вечером отдел закрыл вопрос.
1569,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем специалист отправил ответ.,Он то же задание отправил вечером. Затем специалист отправил ответ.
1570,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже секретарь подготовил копию.,Я то же упражнение проверил утром. Позже секретарь подготовил копию.
1571,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром редактор проверил адрес.,Он то же задание отправил вечером. Утром редактор проверил адрес.
1572,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После звонка комиссия ждала письмо.,Я то же упражнение проверил утром. После звонка комиссия ждала письмо.
1573,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером автор уточнил срок.,Он то же задание отправил вечером. Вечером автор уточнил срок.
1574,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем отдел сохранил файл.,Я то же упражнение проверил утром. Затем отдел сохранил файл.
1575,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже группа приняла решение.,Он то же задание отправил вечером. Позже группа приняла решение.
1576,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром служба сверила данные.,Я то же упражнение проверил утром. Утром служба сверила данные.
1577,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После совещания секретарь закрыл папку.,Он то же задание отправил вечером. После совещания секретарь закрыл папку.
1578,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером специалист обновил запись.,Я то же упражнение проверил утром. Вечером специалист обновил запись.
1579,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем редактор передал копию.,Он то же задание отправил вечером. Затем редактор передал копию.
1580,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже автор открыл таблицу.,Я то же упражнение проверил утром. Позже автор открыл таблицу.
1581,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром комиссия согласовала дату.,Он то же задание отправил вечером. Утром комиссия согласовала дату.
1582,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После проверки отдел отправил ответ.,Я то же упражнение проверил утром. После проверки отдел отправил ответ.
1583,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером секретарь внес подпись.,Он то же задание отправил вечером. Вечером секретарь внес подпись.
1584,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем группа закрыла журнал.,Я то же упражнение проверил утром. Затем группа закрыла журнал.
1585,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже служба уточнила маршрут.,Он то же задание отправил вечером. Позже служба уточнила маршрут.
1586,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром аналитик проверил сводку.,Я то же упражнение проверил утром. Утром аналитик проверил сводку.
1587,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После обеда редактор принял письмо.,Он то же задание отправил вечером. После обеда редактор принял письмо.
1588,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером отдел обновил список.,Я то же упражнение проверил утром. Вечером отдел обновил список.
1589,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем автор сохранил документ.,Он то же задание отправил вечером. Затем автор сохранил документ.
1590,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже комиссия открыла протокол.,Я то же упражнение проверил утром. Позже комиссия открыла протокол.
1591,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром секретарь отправил копию.,Он то же задание отправил вечером. Утром секретарь отправил копию.
1592,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После звонка специалист уточнил срок.,Я то же упражнение проверил утром. После звонка специалист уточнил срок.
1593,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером группа сверила даты.,Он то же задание отправил вечером. Вечером группа сверила даты.
1594,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем отдел принял письмо.,Я то же упражнение проверил утром. Затем отдел принял письмо.
1595,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже редактор сохранил копию.,Он то же задание отправил вечером. Позже редактор сохранил копию.
1596,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром комиссия вернулась к письму.,Я то же упражнение проверил утром. Утром комиссия вернулась к письму.
1597,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После встречи файл остался в архиве.,Он то же задание отправил вечером. После встречи файл остался в архиве.
1598,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером автор обновил сводку.,Я то же упражнение проверил утром. Вечером автор обновил сводку.
1599,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем группа сверила подписи.,Он то же задание отправил вечером. Затем группа сверила подписи.
1600,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже служба отправила ответ.,Я то же упражнение проверил утром. Позже служба отправила ответ.
1601,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром секретарь открыл папку.,Он то же задание отправил вечером. Утром секретарь открыл папку.
1602,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После проверки список закрыли.,Я то же упражнение проверил утром. После проверки список закрыли.
1603,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером руководитель принял правки.,Он то же задание отправил вечером. Вечером руководитель принял правки.
1604,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем аналитик обновил запись.,Я то же упражнение проверил утром. Затем аналитик обновил запись.
1605,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже отдел уточнил дату.,Он то же задание отправил вечером. Позже отдел уточнил дату.
1606,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром курьер принес копию.,Я то же упражнение проверил утром. Утром курьер принес копию.
1607,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После обеда автор сверил данные.,Он то же задание отправил вечером. После обеда автор сверил данные.
1608,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером секретарь закрыл журнал.,Я то же упражнение проверил утром. Вечером секретарь закрыл журнал.
1609,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем комиссия перенесла встречу.,Он то же задание отправил вечером. Затем комиссия перенесла встречу.
1610,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже архивариус обновил карточку.,Я то же упражнение проверил утром. Позже архивариус обновил карточку.
1611,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром дежурный проверил подписи.,Он то же задание отправил вечером. Утром дежурный проверил подписи.
1612,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После звонка редактор открыл файл.,Я то же упражнение проверил утром. После звонка редактор открыл файл.
1613,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером группа согласовала срок.,Он то же задание отправил вечером. Вечером группа согласовала срок.
1614,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем отдел отправил письмо.,Я то же упражнение проверил утром. Затем отдел отправил письмо.
1615,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже автор поправил заголовок.,Он то же задание отправил вечером. Позже автор поправил заголовок.
1616,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром команда сверила список.,Я то же упражнение проверил утром. Утром команда сверила список.
1617,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После совещания документ приняли.,Он то же задание отправил вечером. После совещания документ приняли.
1618,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером сотрудник закрыл заявку.,Я то же упражнение проверил утром. Вечером сотрудник закрыл заявку.
1619,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем редактор сохранил таблицу.,Он то же задание отправил вечером. Затем редактор сохранил таблицу.
1620,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже руководитель уточнил адрес.,Я то же упражнение проверил утром. Позже руководитель уточнил адрес.
1621,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром специалист открыл журнал.,Он то же задание отправил вечером. Утром специалист открыл журнал.
1622,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После проверки данные совпали.,Я то же упражнение проверил утром. После проверки данные совпали.
1623,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером служба передала копию.,Он то же задание отправил вечером. Вечером служба передала копию.
1624,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем автор подписал лист.,Я то же упражнение проверил утром. Затем автор подписал лист.
1625,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже комиссия вернула письмо.,Он то же задание отправил вечером. Позже комиссия вернула письмо.
1626,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром отдел принял заявку.,Я то же упражнение проверил утром. Утром отдел принял заявку.
1627,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. После обеда секретарь внес дату.,Он то же задание отправил вечером. После обеда секретарь внес дату.
1628,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Вечером редактор проверил список.,Я то же упражнение проверил утром. Вечером редактор проверил список.
1629,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Затем курьер доставил пакет.,Он то же задание отправил вечером. Затем курьер доставил пакет.
1630,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Позже аналитик сверил отчет.,Я то же упражнение проверил утром. Позже аналитик сверил отчет.
1631,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Утром группа открыла архив.,Он то же задание отправил вечером. Утром группа открыла архив.
1632,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. После встречи автор добавил подпись.,Я то же упражнение проверил утром. После встречи автор добавил подпись.
1633,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Вечером отдел закрыл вопрос.,Он то же задание отправил вечером. Вечером отдел закрыл вопрос.
1634,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Затем специалист отправил ответ.,Я то же упражнение проверил утром. Затем специалист отправил ответ.
1635,context_to_zhe,strict_validator_rejected,Он тоже задание отправил вечером. Позже секретарь подготовил копию.,Он то же задание отправил вечером. Позже секретарь подготовил копию.
1636,context_to_zhe,strict_validator_rejected,Я тоже упражнение проверил утром. Утром редактор проверил адрес.,Я то же упражнение проверил утром. Утром редактор проверил адрес.
